record,beat_index,sampling_frequency,target_onset,target_fiducial,target_offset,predicted_onset,predicted_offset,success,onset_error_ms,offset_error_ms,duration_error_ms,joint_absolute_error_ms,family,method,channel,guide_parameter,selection_ratio
sel16265,22,250.0,154443,154458,154465,154447,154470,1,16.0,20.0,4.0,18.0,derivative,derivative_threshold,1,2.0,0.1
sel16265,22,250.0,154443,154458,154465,154452,154464,1,36.0,-4.0,-40.0,20.0,derivative,derivative_threshold,1,2.0,0.2
sel16265,22,250.0,154443,154458,154465,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,2.0,0.3
sel16265,22,250.0,154443,154458,154465,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,4.0,0.05
sel16265,22,250.0,154443,154458,154465,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,4.0,0.1
sel16265,22,250.0,154443,154458,154465,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,4.0,0.2
sel16265,22,250.0,154443,154458,154465,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,4.0,0.3
sel16265,23,250.0,154622,154638,154643,154621,154643,1,-4.0,0.0,4.0,2.0,official_ecgpuwave,official_pu0,0,0.0,0.0
sel16265,23,250.0,154622,154638,154643,154625,154644,1,12.0,4.0,-8.0,8.0,hcrd,hcrd_raw,0,0.0,0.1
sel16265,23,250.0,154622,154638,154643,154621,154645,1,-4.0,8.0,12.0,6.0,hcrd,hcrd_gaussian,0,1.0,0.1
sel16265,23,250.0,154622,154638,154643,154625,154647,1,12.0,16.0,4.0,14.0,hcrd,hcrd_gaussian,0,2.0,0.1
sel16265,23,250.0,154622,154638,154643,154622,154666,1,0.0,92.0,92.0,46.0,hcrd,hcrd_gaussian,0,4.0,0.1
sel16265,23,250.0,154622,154638,154643,154621,154645,1,-4.0,8.0,12.0,6.0,hcrd,hcrd_quadratic,0,1.0,0.1
sel16265,23,250.0,154622,154638,154643,154618,154648,1,-16.0,20.0,36.0,18.0,hcrd,hcrd_quadratic,0,10.0,0.1
sel16265,23,250.0,154622,154638,154643,154620,154656,1,-8.0,52.0,60.0,30.0,hcrd,hcrd_quadratic,0,100.0,0.1
sel16265,23,250.0,154622,154638,154643,154603,154670,1,-76.0,108.0,184.0,92.0,hcrd,hcrd_quadratic,0,1000.0,0.1
sel16265,23,250.0,154622,154638,154643,154625,154644,1,12.0,4.0,-8.0,8.0,hcrd,hcrd_raw,0,0.0,0.2
sel16265,23,250.0,154622,154638,154643,154626,154645,1,16.0,8.0,-8.0,12.0,hcrd,hcrd_gaussian,0,1.0,0.2
sel16265,23,250.0,154622,154638,154643,154625,154647,1,12.0,16.0,4.0,14.0,hcrd,hcrd_gaussian,0,2.0,0.2
sel16265,23,250.0,154622,154638,154643,154622,154666,1,0.0,92.0,92.0,46.0,hcrd,hcrd_gaussian,0,4.0,0.2
sel16265,23,250.0,154622,154638,154643,154626,154645,1,16.0,8.0,-8.0,12.0,hcrd,hcrd_quadratic,0,1.0,0.2
sel16265,23,250.0,154622,154638,154643,154625,154648,1,12.0,20.0,8.0,16.0,hcrd,hcrd_quadratic,0,10.0,0.2
sel16265,23,250.0,154622,154638,154643,154620,154656,1,-8.0,52.0,60.0,30.0,hcrd,hcrd_quadratic,0,100.0,0.2
sel16265,23,250.0,154622,154638,154643,154603,154670,1,-76.0,108.0,184.0,92.0,hcrd,hcrd_quadratic,0,1000.0,0.2
sel16265,23,250.0,154622,154638,154643,154625,154640,1,12.0,-12.0,-24.0,12.0,hcrd,hcrd_raw,0,0.0,0.3
sel16265,23,250.0,154622,154638,154643,154626,154645,1,16.0,8.0,-8.0,12.0,hcrd,hcrd_gaussian,0,1.0,0.3
sel16265,23,250.0,154622,154638,154643,154625,154647,1,12.0,16.0,4.0,14.0,hcrd,hcrd_gaussian,0,2.0,0.3
sel16265,23,250.0,154622,154638,154643,154622,154666,1,0.0,92.0,92.0,46.0,hcrd,hcrd_gaussian,0,4.0,0.3
sel16265,23,250.0,154622,154638,154643,154626,154645,1,16.0,8.0,-8.0,12.0,hcrd,hcrd_quadratic,0,1.0,0.3
sel16265,23,250.0,154622,154638,154643,154625,154648,1,12.0,20.0,8.0,16.0,hcrd,hcrd_quadratic,0,10.0,0.3
sel16265,23,250.0,154622,154638,154643,154620,154656,1,-8.0,52.0,60.0,30.0,hcrd,hcrd_quadratic,0,100.0,0.3
sel16265,23,250.0,154622,154638,154643,154603,154670,1,-76.0,108.0,184.0,92.0,hcrd,hcrd_quadratic,0,1000.0,0.3
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,1.0,0.05
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,1.0,0.1
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,1.0,0.2
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,1.0,0.3
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,2.0,0.05
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,2.0,0.1
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,2.0,0.2
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,2.0,0.3
sel16265,23,250.0,154622,154638,154643,154624,154651,1,8.0,32.0,24.0,20.0,derivative,derivative_threshold,0,4.0,0.05
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,4.0,0.1
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,4.0,0.2
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,4.0,0.3
sel16265,23,250.0,154622,154638,154643,154622,154647,1,0.0,16.0,16.0,8.0,official_ecgpuwave,official_pu1,1,0.0,0.0
sel16265,23,250.0,154622,154638,154643,154636,154651,1,56.0,32.0,-24.0,44.0,hcrd,hcrd_raw,1,0.0,0.1
sel16265,23,250.0,154622,154638,154643,154622,154653,1,0.0,40.0,40.0,20.0,hcrd,hcrd_gaussian,1,1.0,0.1
sel16265,23,250.0,154622,154638,154643,154614,154653,1,-32.0,40.0,72.0,36.0,hcrd,hcrd_gaussian,1,2.0,0.1
sel16265,23,250.0,154622,154638,154643,154621,154674,1,-4.0,124.0,128.0,64.0,hcrd,hcrd_gaussian,1,4.0,0.1
sel16265,23,250.0,154622,154638,154643,154622,154652,1,0.0,36.0,36.0,18.0,hcrd,hcrd_quadratic,1,1.0,0.1
sel16265,23,250.0,154622,154638,154643,154614,154654,1,-32.0,44.0,76.0,38.0,hcrd,hcrd_quadratic,1,10.0,0.1
sel16265,23,250.0,154622,154638,154643,154621,154675,1,-4.0,128.0,132.0,66.0,hcrd,hcrd_quadratic,1,100.0,0.1
sel16265,23,250.0,154622,154638,154643,154633,154678,1,44.0,140.0,96.0,92.0,hcrd,hcrd_quadratic,1,1000.0,0.1
sel16265,23,250.0,154622,154638,154643,154636,154651,1,56.0,32.0,-24.0,44.0,hcrd,hcrd_raw,1,0.0,0.2
sel16265,23,250.0,154622,154638,154643,154626,154653,1,16.0,40.0,24.0,28.0,hcrd,hcrd_gaussian,1,1.0,0.2
sel16265,23,250.0,154622,154638,154643,154625,154653,1,12.0,40.0,28.0,26.0,hcrd,hcrd_gaussian,1,2.0,0.2
sel16265,23,250.0,154622,154638,154643,154621,154674,1,-4.0,124.0,128.0,64.0,hcrd,hcrd_gaussian,1,4.0,0.2
sel16265,23,250.0,154622,154638,154643,154626,154652,1,16.0,36.0,20.0,26.0,hcrd,hcrd_quadratic,1,1.0,0.2
sel16265,23,250.0,154622,154638,154643,154624,154654,1,8.0,44.0,36.0,26.0,hcrd,hcrd_quadratic,1,10.0,0.2
sel16265,23,250.0,154622,154638,154643,154621,154675,1,-4.0,128.0,132.0,66.0,hcrd,hcrd_quadratic,1,100.0,0.2
sel16265,23,250.0,154622,154638,154643,154633,154678,1,44.0,140.0,96.0,92.0,hcrd,hcrd_quadratic,1,1000.0,0.2
sel16265,23,250.0,154622,154638,154643,154636,154651,1,56.0,32.0,-24.0,44.0,hcrd,hcrd_raw,1,0.0,0.3
sel16265,23,250.0,154622,154638,154643,154630,154653,1,32.0,40.0,8.0,36.0,hcrd,hcrd_gaussian,1,1.0,0.3
sel16265,23,250.0,154622,154638,154643,154625,154646,1,12.0,12.0,0.0,12.0,hcrd,hcrd_gaussian,1,2.0,0.3
sel16265,23,250.0,154622,154638,154643,154628,154674,1,24.0,124.0,100.0,74.0,hcrd,hcrd_gaussian,1,4.0,0.3
sel16265,23,250.0,154622,154638,154643,154626,154652,1,16.0,36.0,20.0,26.0,hcrd,hcrd_quadratic,1,1.0,0.3
sel16265,23,250.0,154622,154638,154643,154624,154654,1,8.0,44.0,36.0,26.0,hcrd,hcrd_quadratic,1,10.0,0.3
sel16265,23,250.0,154622,154638,154643,154634,154675,1,48.0,128.0,80.0,88.0,hcrd,hcrd_quadratic,1,100.0,0.3
sel16265,23,250.0,154622,154638,154643,154633,154678,1,44.0,140.0,96.0,92.0,hcrd,hcrd_quadratic,1,1000.0,0.3
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.05
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.1
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.2
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.3
sel16265,23,250.0,154622,154638,154643,154632,154651,1,40.0,32.0,-8.0,36.0,derivative,derivative_threshold,1,2.0,0.05
sel16265,23,250.0,154622,154638,154643,154632,154650,1,40.0,28.0,-12.0,34.0,derivative,derivative_threshold,1,2.0,0.1
sel16265,23,250.0,154622,154638,154643,154632,154643,1,40.0,0.0,-40.0,20.0,derivative,derivative_threshold,1,2.0,0.2
sel16265,23,250.0,154622,154638,154643,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,2.0,0.3
sel16265,23,250.0,154622,154638,154643,154631,154655,1,36.0,48.0,12.0,42.0,derivative,derivative_threshold,1,4.0,0.05
sel16265,23,250.0,154622,154638,154643,154631,154645,1,36.0,8.0,-28.0,22.0,derivative,derivative_threshold,1,4.0,0.1
sel16265,23,250.0,154622,154638,154643,154637,154645,1,60.0,8.0,-52.0,34.0,derivative,derivative_threshold,1,4.0,0.2
sel16265,23,250.0,154622,154638,154643,154637,154644,1,60.0,4.0,-56.0,32.0,derivative,derivative_threshold,1,4.0,0.3
sel16265,24,250.0,154805,154821,154827,154805,154826,1,0.0,-4.0,-4.0,2.0,official_ecgpuwave,official_pu0,0,0.0,0.0
sel16265,24,250.0,154805,154821,154827,154809,154827,1,16.0,0.0,-16.0,8.0,hcrd,hcrd_raw,0,0.0,0.1
sel16265,24,250.0,154805,154821,154827,154809,154828,1,16.0,4.0,-12.0,10.0,hcrd,hcrd_gaussian,0,1.0,0.1
sel16265,24,250.0,154805,154821,154827,154808,154830,1,12.0,12.0,0.0,12.0,hcrd,hcrd_gaussian,0,2.0,0.1
sel16265,24,250.0,154805,154821,154827,154805,154851,1,0.0,96.0,96.0,48.0,hcrd,hcrd_gaussian,0,4.0,0.1
sel16265,24,250.0,154805,154821,154827,154809,154828,1,16.0,4.0,-12.0,10.0,hcrd,hcrd_quadratic,0,1.0,0.1
sel16265,24,250.0,154805,154821,154827,154808,154831,1,12.0,16.0,4.0,14.0,hcrd,hcrd_quadratic,0,10.0,0.1
sel16265,24,250.0,154805,154821,154827,154803,154840,1,-8.0,52.0,60.0,30.0,hcrd,hcrd_quadratic,0,100.0,0.1
sel16265,24,250.0,154805,154821,154827,154786,154853,1,-76.0,104.0,180.0,90.0,hcrd,hcrd_quadratic,0,1000.0,0.1
sel16265,24,250.0,154805,154821,154827,154809,154827,1,16.0,0.0,-16.0,8.0,hcrd,hcrd_raw,0,0.0,0.2
sel16265,24,250.0,154805,154821,154827,154809,154828,1,16.0,4.0,-12.0,10.0,hcrd,hcrd_gaussian,0,1.0,0.2
sel16265,24,250.0,154805,154821,154827,154808,154830,1,12.0,12.0,0.0,12.0,hcrd,hcrd_gaussian,0,2.0,0.2
sel16265,24,250.0,154805,154821,154827,154805,154851,1,0.0,96.0,96.0,48.0,hcrd,hcrd_gaussian,0,4.0,0.2
sel16265,24,250.0,154805,154821,154827,154809,154828,1,16.0,4.0,-12.0,10.0,hcrd,hcrd_quadratic,0,1.0,0.2
sel16265,24,250.0,154805,154821,154827,154808,154831,1,12.0,16.0,4.0,14.0,hcrd,hcrd_quadratic,0,10.0,0.2
sel16265,24,250.0,154805,154821,154827,154803,154840,1,-8.0,52.0,60.0,30.0,hcrd,hcrd_quadratic,0,100.0,0.2
sel16265,24,250.0,154805,154821,154827,154786,154853,1,-76.0,104.0,180.0,90.0,hcrd,hcrd_quadratic,0,1000.0,0.2
sel16265,24,250.0,154805,154821,154827,154809,154823,1,16.0,-16.0,-32.0,16.0,hcrd,hcrd_raw,0,0.0,0.3
sel16265,24,250.0,154805,154821,154827,154809,154828,1,16.0,4.0,-12.0,10.0,hcrd,hcrd_gaussian,0,1.0,0.3
sel16265,24,250.0,154805,154821,154827,154808,154830,1,12.0,12.0,0.0,12.0,hcrd,hcrd_gaussian,0,2.0,0.3
sel16265,24,250.0,154805,154821,154827,154805,154851,1,0.0,96.0,96.0,48.0,hcrd,hcrd_gaussian,0,4.0,0.3
sel16265,24,250.0,154805,154821,154827,154809,154828,1,16.0,4.0,-12.0,10.0,hcrd,hcrd_quadratic,0,1.0,0.3
sel16265,24,250.0,154805,154821,154827,154808,154831,1,12.0,16.0,4.0,14.0,hcrd,hcrd_quadratic,0,10.0,0.3
sel16265,24,250.0,154805,154821,154827,154803,154840,1,-8.0,52.0,60.0,30.0,hcrd,hcrd_quadratic,0,100.0,0.3
sel16265,24,250.0,154805,154821,154827,154786,154853,1,-76.0,104.0,180.0,90.0,hcrd,hcrd_quadratic,0,1000.0,0.3
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,1.0,0.05
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,1.0,0.1
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,1.0,0.2
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,1.0,0.3
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,2.0,0.05
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,2.0,0.1
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,2.0,0.2
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,2.0,0.3
sel16265,24,250.0,154805,154821,154827,154807,154834,1,8.0,28.0,20.0,18.0,derivative,derivative_threshold,0,4.0,0.05
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,4.0,0.1
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,4.0,0.2
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,4.0,0.3
sel16265,24,250.0,154805,154821,154827,154805,154831,1,0.0,16.0,16.0,8.0,official_ecgpuwave,official_pu1,1,0.0,0.0
sel16265,24,250.0,154805,154821,154827,154809,154833,1,16.0,24.0,8.0,20.0,hcrd,hcrd_raw,1,0.0,0.1
sel16265,24,250.0,154805,154821,154827,154803,154833,1,-8.0,24.0,32.0,16.0,hcrd,hcrd_gaussian,1,1.0,0.1
sel16265,24,250.0,154805,154821,154827,154808,154834,1,12.0,28.0,16.0,20.0,hcrd,hcrd_gaussian,1,2.0,0.1
sel16265,24,250.0,154805,154821,154827,154804,154859,1,-4.0,128.0,132.0,66.0,hcrd,hcrd_gaussian,1,4.0,0.1
sel16265,24,250.0,154805,154821,154827,154803,154833,1,-8.0,24.0,32.0,16.0,hcrd,hcrd_quadratic,1,1.0,0.1
sel16265,24,250.0,154805,154821,154827,154807,154836,1,8.0,36.0,28.0,22.0,hcrd,hcrd_quadratic,1,10.0,0.1
sel16265,24,250.0,154805,154821,154827,154803,154846,1,-8.0,76.0,84.0,42.0,hcrd,hcrd_quadratic,1,100.0,0.1
sel16265,24,250.0,154805,154821,154827,154816,154866,1,44.0,156.0,112.0,100.0,hcrd,hcrd_quadratic,1,1000.0,0.1
sel16265,24,250.0,154805,154821,154827,154809,154833,1,16.0,24.0,8.0,20.0,hcrd,hcrd_raw,1,0.0,0.2
sel16265,24,250.0,154805,154821,154827,154809,154833,1,16.0,24.0,8.0,20.0,hcrd,hcrd_gaussian,1,1.0,0.2
sel16265,24,250.0,154805,154821,154827,154808,154834,1,12.0,28.0,16.0,20.0,hcrd,hcrd_gaussian,1,2.0,0.2
sel16265,24,250.0,154805,154821,154827,154804,154859,1,-4.0,128.0,132.0,66.0,hcrd,hcrd_gaussian,1,4.0,0.2
sel16265,24,250.0,154805,154821,154827,154809,154833,1,16.0,24.0,8.0,20.0,hcrd,hcrd_quadratic,1,1.0,0.2
sel16265,24,250.0,154805,154821,154827,154807,154836,1,8.0,36.0,28.0,22.0,hcrd,hcrd_quadratic,1,10.0,0.2
sel16265,24,250.0,154805,154821,154827,154803,154846,1,-8.0,76.0,84.0,42.0,hcrd,hcrd_quadratic,1,100.0,0.2
sel16265,24,250.0,154805,154821,154827,154816,154866,1,44.0,156.0,112.0,100.0,hcrd,hcrd_quadratic,1,1000.0,0.2
sel16265,24,250.0,154805,154821,154827,154809,154833,1,16.0,24.0,8.0,20.0,hcrd,hcrd_raw,1,0.0,0.3
sel16265,24,250.0,154805,154821,154827,154813,154833,1,32.0,24.0,-8.0,28.0,hcrd,hcrd_gaussian,1,1.0,0.3
sel16265,24,250.0,154805,154821,154827,154808,154834,1,12.0,28.0,16.0,20.0,hcrd,hcrd_gaussian,1,2.0,0.3
sel16265,24,250.0,154805,154821,154827,154811,154859,1,24.0,128.0,104.0,76.0,hcrd,hcrd_gaussian,1,4.0,0.3
sel16265,24,250.0,154805,154821,154827,154813,154828,1,32.0,4.0,-28.0,18.0,hcrd,hcrd_quadratic,1,1.0,0.3
sel16265,24,250.0,154805,154821,154827,154812,154836,1,28.0,36.0,8.0,32.0,hcrd,hcrd_quadratic,1,10.0,0.3
sel16265,24,250.0,154805,154821,154827,154817,154846,1,48.0,76.0,28.0,62.0,hcrd,hcrd_quadratic,1,100.0,0.3
sel16265,24,250.0,154805,154821,154827,154816,154866,1,44.0,156.0,112.0,100.0,hcrd,hcrd_quadratic,1,1000.0,0.3
sel16265,24,250.0,154805,154821,154827,154806,154831,1,4.0,16.0,12.0,10.0,derivative,derivative_threshold,1,1.0,0.05
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.1
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.2
sel16265,24,250.0,154805,154821,154827,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.3
sel16265,24,250.0,154805,154821,154827,154815,154833,1,40.0,24.0,-16.0,32.0,derivative,derivative_threshold,1,2.0,0.05
sel16265,24,250.0,154805,154821,154827,154815,154826,1,40.0,-4.0,-44.0,22.0,derivative,derivative_threshold,1,2.0,0.1
sel16265,24,250.0,154805,154821,154827,154815,154826,1,40.0,-4.0,-44.0,22.0,derivative,derivative_threshold,1,2.0,0.2
sel16265,24,250.0,154805,154821,154827,154820,154826,1,60.0,-4.0,-64.0,32.0,derivative,derivative_threshold,1,2.0,0.3
sel16265,24,250.0,154805,154821,154827,154807,154838,1,8.0,44.0,36.0,26.0,derivative,derivative_threshold,1,4.0,0.05
sel16265,24,250.0,154805,154821,154827,154814,154828,1,36.0,4.0,-32.0,20.0,derivative,derivative_threshold,1,4.0,0.1
sel16265,24,250.0,154805,154821,154827,154820,154828,1,60.0,4.0,-56.0,32.0,derivative,derivative_threshold,1,4.0,0.2
sel16265,24,250.0,154805,154821,154827,154820,154827,1,60.0,0.0,-60.0,30.0,derivative,derivative_threshold,1,4.0,0.3
sel16265,25,250.0,154997,155013,155020,154998,155018,1,4.0,-8.0,-12.0,6.0,official_ecgpuwave,official_pu0,0,0.0,0.0
sel16265,25,250.0,154997,155013,155020,154998,155021,1,4.0,4.0,0.0,4.0,hcrd,hcrd_raw,0,0.0,0.1
sel16265,25,250.0,154997,155013,155020,154997,155021,1,0.0,4.0,4.0,2.0,hcrd,hcrd_gaussian,0,1.0,0.1
sel16265,25,250.0,154997,155013,155020,155001,155023,1,16.0,12.0,-4.0,14.0,hcrd,hcrd_gaussian,0,2.0,0.1
sel16265,25,250.0,154997,155013,155020,154997,155041,1,0.0,84.0,84.0,42.0,hcrd,hcrd_gaussian,0,4.0,0.1
sel16265,25,250.0,154997,155013,155020,154997,155021,1,0.0,4.0,4.0,2.0,hcrd,hcrd_quadratic,0,1.0,0.1
sel16265,25,250.0,154997,155013,155020,154993,155023,1,-16.0,12.0,28.0,14.0,hcrd,hcrd_quadratic,0,10.0,0.1
sel16265,25,250.0,154997,155013,155020,154995,155032,1,-8.0,48.0,56.0,28.0,hcrd,hcrd_quadratic,0,100.0,0.1
sel16265,25,250.0,154997,155013,155020,154978,155045,1,-76.0,100.0,176.0,88.0,hcrd,hcrd_quadratic,0,1000.0,0.1
sel16265,25,250.0,154997,155013,155020,155003,155021,1,24.0,4.0,-20.0,14.0,hcrd,hcrd_raw,0,0.0,0.2
sel16265,25,250.0,154997,155013,155020,155002,155021,1,20.0,4.0,-16.0,12.0,hcrd,hcrd_gaussian,0,1.0,0.2
sel16265,25,250.0,154997,155013,155020,155001,155023,1,16.0,12.0,-4.0,14.0,hcrd,hcrd_gaussian,0,2.0,0.2
sel16265,25,250.0,154997,155013,155020,154997,155041,1,0.0,84.0,84.0,42.0,hcrd,hcrd_gaussian,0,4.0,0.2
sel16265,25,250.0,154997,155013,155020,155002,155021,1,20.0,4.0,-16.0,12.0,hcrd,hcrd_quadratic,0,1.0,0.2
sel16265,25,250.0,154997,155013,155020,155001,155023,1,16.0,12.0,-4.0,14.0,hcrd,hcrd_quadratic,0,10.0,0.2
sel16265,25,250.0,154997,155013,155020,154995,155032,1,-8.0,48.0,56.0,28.0,hcrd,hcrd_quadratic,0,100.0,0.2
sel16265,25,250.0,154997,155013,155020,154978,155045,1,-76.0,100.0,176.0,88.0,hcrd,hcrd_quadratic,0,1000.0,0.2
sel16265,25,250.0,154997,155013,155020,155003,155021,1,24.0,4.0,-20.0,14.0,hcrd,hcrd_raw,0,0.0,0.3
sel16265,25,250.0,154997,155013,155020,155002,155021,1,20.0,4.0,-16.0,12.0,hcrd,hcrd_gaussian,0,1.0,0.3
sel16265,25,250.0,154997,155013,155020,155001,155023,1,16.0,12.0,-4.0,14.0,hcrd,hcrd_gaussian,0,2.0,0.3
sel16265,25,250.0,154997,155013,155020,154997,155041,1,0.0,84.0,84.0,42.0,hcrd,hcrd_gaussian,0,4.0,0.3
sel16265,25,250.0,154997,155013,155020,155002,155021,1,20.0,4.0,-16.0,12.0,hcrd,hcrd_quadratic,0,1.0,0.3
sel16265,25,250.0,154997,155013,155020,155001,155023,1,16.0,12.0,-4.0,14.0,hcrd,hcrd_quadratic,0,10.0,0.3
sel16265,25,250.0,154997,155013,155020,154995,155032,1,-8.0,48.0,56.0,28.0,hcrd,hcrd_quadratic,0,100.0,0.3
sel16265,25,250.0,154997,155013,155020,154978,155045,1,-76.0,100.0,176.0,88.0,hcrd,hcrd_quadratic,0,1000.0,0.3
sel16265,25,250.0,154997,155013,155020,154999,155020,1,8.0,0.0,-8.0,4.0,derivative,derivative_threshold,0,1.0,0.05
sel16265,25,250.0,154997,155013,155020,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,1.0,0.1
sel16265,25,250.0,154997,155013,155020,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,1.0,0.2
sel16265,25,250.0,154997,155013,155020,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,1.0,0.3
sel16265,25,250.0,154997,155013,155020,155003,155022,1,24.0,8.0,-16.0,16.0,derivative,derivative_threshold,0,2.0,0.05
sel16265,25,250.0,154997,155013,155020,155003,155021,1,24.0,4.0,-20.0,14.0,derivative,derivative_threshold,0,2.0,0.1
sel16265,25,250.0,154997,155013,155020,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,2.0,0.2
sel16265,25,250.0,154997,155013,155020,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,2.0,0.3
sel16265,25,250.0,154997,155013,155020,155000,155027,1,12.0,28.0,16.0,20.0,derivative,derivative_threshold,0,4.0,0.05
sel16265,25,250.0,154997,155013,155020,155000,155025,1,12.0,20.0,8.0,16.0,derivative,derivative_threshold,0,4.0,0.1
sel16265,25,250.0,154997,155013,155020,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,4.0,0.2
sel16265,25,250.0,154997,155013,155020,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,0,4.0,0.3
sel16265,25,250.0,154997,155013,155020,154998,155024,1,4.0,16.0,12.0,10.0,official_ecgpuwave,official_pu1,1,0.0,0.0
sel16265,25,250.0,154997,155013,155020,155000,155028,1,12.0,32.0,20.0,22.0,hcrd,hcrd_raw,1,0.0,0.1
sel16265,25,250.0,154997,155013,155020,155001,155026,1,16.0,24.0,8.0,20.0,hcrd,hcrd_gaussian,1,1.0,0.1
sel16265,25,250.0,154997,155013,155020,155000,155028,1,12.0,32.0,20.0,22.0,hcrd,hcrd_gaussian,1,2.0,0.1
sel16265,25,250.0,154997,155013,155020,154996,155051,1,-4.0,124.0,128.0,64.0,hcrd,hcrd_gaussian,1,4.0,0.1
sel16265,25,250.0,154997,155013,155020,155001,155026,1,16.0,24.0,8.0,20.0,hcrd,hcrd_quadratic,1,1.0,0.1
sel16265,25,250.0,154997,155013,155020,154987,155029,1,-40.0,36.0,76.0,38.0,hcrd,hcrd_quadratic,1,10.0,0.1
sel16265,25,250.0,154997,155013,155020,154996,155054,1,-4.0,136.0,140.0,70.0,hcrd,hcrd_quadratic,1,100.0,0.1
sel16265,25,250.0,154997,155013,155020,155009,155058,1,48.0,152.0,104.0,100.0,hcrd,hcrd_quadratic,1,1000.0,0.1
sel16265,25,250.0,154997,155013,155020,155000,155028,1,12.0,32.0,20.0,22.0,hcrd,hcrd_raw,1,0.0,0.2
sel16265,25,250.0,154997,155013,155020,155001,155026,1,16.0,24.0,8.0,20.0,hcrd,hcrd_gaussian,1,1.0,0.2
sel16265,25,250.0,154997,155013,155020,155000,155028,1,12.0,32.0,20.0,22.0,hcrd,hcrd_gaussian,1,2.0,0.2
sel16265,25,250.0,154997,155013,155020,154996,155051,1,-4.0,124.0,128.0,64.0,hcrd,hcrd_gaussian,1,4.0,0.2
sel16265,25,250.0,154997,155013,155020,155001,155026,1,16.0,24.0,8.0,20.0,hcrd,hcrd_quadratic,1,1.0,0.2
sel16265,25,250.0,154997,155013,155020,155000,155029,1,12.0,36.0,24.0,24.0,hcrd,hcrd_quadratic,1,10.0,0.2
