record,beat_index,method,sampling_frequency,target_onset,target_fiducial,target_offset,predicted_onset,predicted_offset,success,onset_error_ms,offset_error_ms,duration_error_ms,joint_absolute_error_ms
sele0704,23,hcrd_quadratic,250.0,154856,154874,154899,154858,154912,1,8.0,52.0,44.0,30.0
sele0704,23,hcrd_gaussian,250.0,154856,154874,154899,154858,154889,1,8.0,-40.0,-48.0,24.0
sele0704,23,hcrd_raw,250.0,154856,154874,154899,154854,154879,1,-8.0,-80.0,-72.0,44.0
sele0704,23,derivative_threshold,250.0,154856,154874,154899,154869,154881,1,52.0,-72.0,-124.0,62.0
sele0704,23,official_pu0,250.0,154856,154874,154899,154859,154900,1,12.0,4.0,-8.0,8.0
sele0704,23,official_pu1,250.0,154856,154874,154899,154860,154901,1,16.0,8.0,-8.0,12.0
sele0704,24,hcrd_quadratic,250.0,155060,155078,155107,155062,155115,1,8.0,32.0,24.0,20.0
sele0704,24,hcrd_gaussian,250.0,155060,155078,155107,155069,155095,1,36.0,-48.0,-84.0,42.0
sele0704,24,hcrd_raw,250.0,155060,155078,155107,155065,155083,1,20.0,-96.0,-116.0,58.0
sele0704,24,derivative_threshold,250.0,155060,155078,155107,155065,155085,1,20.0,-88.0,-108.0,54.0
sele0704,24,official_pu0,250.0,155060,155078,155107,155064,155106,1,16.0,-4.0,-20.0,10.0
sele0704,24,official_pu1,250.0,155060,155078,155107,155059,155081,1,-4.0,-104.0,-100.0,54.0
sele0704,25,hcrd_quadratic,250.0,155268,155285,155305,155270,155324,1,8.0,76.0,68.0,42.0
sele0704,25,hcrd_gaussian,250.0,155268,155285,155305,155276,155304,1,32.0,-4.0,-36.0,18.0
sele0704,25,hcrd_raw,250.0,155268,155285,155305,155271,155290,1,12.0,-60.0,-72.0,36.0
sele0704,25,derivative_threshold,250.0,155268,155285,155305,155272,155294,1,16.0,-44.0,-60.0,30.0
sele0704,25,official_pu0,250.0,155268,155285,155305,155269,155315,1,4.0,40.0,36.0,22.0
sele0704,25,official_pu1,250.0,155268,155285,155305,155259,155289,1,-36.0,-64.0,-28.0,50.0
sele0704,26,hcrd_quadratic,250.0,155485,155498,155521,155481,155533,1,-16.0,48.0,64.0,32.0
sele0704,26,hcrd_gaussian,250.0,155485,155498,155521,155488,155514,1,12.0,-28.0,-40.0,20.0
sele0704,26,hcrd_raw,250.0,155485,155498,155521,155483,155502,1,-8.0,-76.0,-68.0,42.0
sele0704,26,derivative_threshold,250.0,155485,155498,155521,155483,155505,1,-8.0,-64.0,-56.0,36.0
sele0704,26,official_pu0,250.0,155485,155498,155521,155483,155526,1,-8.0,20.0,28.0,14.0
sele0704,26,official_pu1,250.0,155485,155498,155521,155474,155500,1,-44.0,-84.0,-40.0,64.0
sele0704,27,hcrd_quadratic,250.0,155691,155707,155737,155691,155742,1,0.0,20.0,20.0,10.0
sele0704,27,hcrd_gaussian,250.0,155691,155707,155737,155698,155723,1,28.0,-56.0,-84.0,42.0
sele0704,27,hcrd_raw,250.0,155691,155707,155737,155693,155712,1,8.0,-100.0,-108.0,54.0
sele0704,27,derivative_threshold,250.0,155691,155707,155737,155702,155714,1,44.0,-92.0,-136.0,68.0
sele0704,27,official_pu0,250.0,155691,155707,155737,155693,155736,1,8.0,-4.0,-12.0,6.0
sele0704,27,official_pu1,250.0,155691,155707,155737,155688,155710,1,-12.0,-108.0,-96.0,60.0
sele0704,28,hcrd_quadratic,250.0,155897,155912,155938,155897,155949,1,0.0,44.0,44.0,22.0
sele0704,28,hcrd_gaussian,250.0,155897,155912,155938,155903,155931,1,24.0,-28.0,-52.0,26.0
sele0704,28,hcrd_raw,250.0,155897,155912,155938,155898,155917,1,4.0,-84.0,-88.0,44.0
sele0704,28,derivative_threshold,250.0,155897,155912,155938,155899,155921,1,8.0,-68.0,-76.0,38.0
sele0704,28,official_pu0,250.0,155897,155912,155938,155895,155942,1,-8.0,16.0,24.0,12.0
sele0704,28,official_pu1,250.0,155897,155912,155938,155894,155917,1,-12.0,-84.0,-72.0,48.0
sele0704,29,hcrd_quadratic,250.0,156104,156119,156147,156102,156156,1,-8.0,36.0,44.0,22.0
sele0704,29,hcrd_gaussian,250.0,156104,156119,156147,156103,156156,1,-4.0,36.0,40.0,20.0
sele0704,29,hcrd_raw,250.0,156104,156119,156147,,,0,nan,nan,nan,160.0
sele0704,29,derivative_threshold,250.0,156104,156119,156147,156105,156127,1,4.0,-80.0,-84.0,42.0
sele0704,29,official_pu0,250.0,156104,156119,156147,156104,156147,1,0.0,0.0,0.0,0.0
sele0704,29,official_pu1,250.0,156104,156119,156147,156093,156121,1,-44.0,-104.0,-60.0,74.0
sel100,0,hcrd_quadratic,250.0,150316,150330,150334,150318,150339,1,8.0,20.0,12.0,14.0
sel100,0,hcrd_gaussian,250.0,150316,150330,150334,150319,150338,1,12.0,16.0,4.0,14.0
sel100,0,hcrd_raw,250.0,150316,150330,150334,150319,150337,1,12.0,12.0,0.0,12.0
sel100,0,derivative_threshold,250.0,150316,150330,150334,150321,150336,1,20.0,8.0,-12.0,14.0
sel100,0,official_pu0,250.0,150316,150330,150334,150316,150337,1,0.0,12.0,12.0,6.0
sel100,0,official_pu1,250.0,150316,150330,150334,150314,150331,1,-8.0,-12.0,-4.0,10.0
sel100,1,hcrd_quadratic,250.0,150514,150529,150533,150516,150538,1,8.0,20.0,12.0,14.0
sel100,1,hcrd_gaussian,250.0,150514,150529,150533,150517,150536,1,12.0,12.0,0.0,12.0
sel100,1,hcrd_raw,250.0,150514,150529,150533,150514,150530,1,0.0,-12.0,-12.0,6.0
sel100,1,derivative_threshold,250.0,150514,150529,150533,150527,150535,1,52.0,8.0,-44.0,30.0
sel100,1,official_pu0,250.0,150514,150529,150533,150514,150532,1,0.0,-4.0,-4.0,2.0
sel100,1,official_pu1,250.0,150514,150529,150533,150512,150530,1,-8.0,-12.0,-4.0,10.0
sel100,2,hcrd_quadratic,250.0,150715,150728,150732,150716,150737,1,4.0,20.0,16.0,12.0
sel100,2,hcrd_gaussian,250.0,150715,150728,150732,150717,150735,1,8.0,12.0,4.0,10.0
sel100,2,hcrd_raw,250.0,150715,150728,150732,150716,150730,1,4.0,-8.0,-12.0,6.0
sel100,2,derivative_threshold,250.0,150715,150728,150732,150719,150734,1,16.0,8.0,-8.0,12.0
sel100,2,official_pu0,250.0,150715,150728,150732,150714,150731,1,-4.0,-4.0,0.0,4.0
sel100,2,official_pu1,250.0,150715,150728,150732,150712,150730,1,-12.0,-8.0,4.0,10.0
sel100,3,hcrd_quadratic,250.0,150911,150925,150931,150914,150934,1,12.0,12.0,0.0,12.0
sel100,3,hcrd_gaussian,250.0,150911,150925,150931,150914,150933,1,12.0,8.0,-4.0,10.0
sel100,3,hcrd_raw,250.0,150911,150925,150931,150922,150929,1,44.0,-8.0,-52.0,26.0
sel100,3,derivative_threshold,250.0,150911,150925,150931,150916,150931,1,20.0,0.0,-20.0,10.0
sel100,3,official_pu0,250.0,150911,150925,150931,150911,150933,1,0.0,8.0,8.0,4.0
sel100,3,official_pu1,250.0,150911,150925,150931,150910,150932,1,-4.0,4.0,8.0,4.0
sel100,4,hcrd_quadratic,250.0,151114,151129,151133,151117,151137,1,12.0,16.0,4.0,14.0
sel100,4,hcrd_gaussian,250.0,151114,151129,151133,151117,151136,1,12.0,12.0,0.0,12.0
sel100,4,hcrd_raw,250.0,151114,151129,151133,151123,151131,1,36.0,-8.0,-44.0,22.0
sel100,4,derivative_threshold,250.0,151114,151129,151133,151119,151135,1,20.0,8.0,-12.0,14.0
sel100,4,official_pu0,250.0,151114,151129,151133,151114,151137,1,0.0,16.0,16.0,8.0
sel100,4,official_pu1,250.0,151114,151129,151133,151112,151134,1,-8.0,4.0,12.0,6.0
sel100,5,hcrd_quadratic,250.0,151309,151327,151332,151314,151336,1,20.0,16.0,-4.0,18.0
sel100,5,hcrd_gaussian,250.0,151309,151327,151332,151314,151335,1,20.0,12.0,-8.0,16.0
sel100,5,hcrd_raw,250.0,151309,151327,151332,151322,151329,1,52.0,-12.0,-64.0,32.0
sel100,5,derivative_threshold,250.0,151309,151327,151332,151310,151334,1,4.0,8.0,4.0,6.0
sel100,5,official_pu0,250.0,151309,151327,151332,151311,151331,1,8.0,-4.0,-12.0,6.0
sel100,5,official_pu1,250.0,151309,151327,151332,151309,151329,1,0.0,-12.0,-12.0,6.0
sel100,6,hcrd_quadratic,250.0,151519,151535,151540,151523,151544,1,16.0,16.0,0.0,16.0
sel100,6,hcrd_gaussian,250.0,151519,151535,151540,151523,151543,1,16.0,12.0,-4.0,14.0
sel100,6,hcrd_raw,250.0,151519,151535,151540,151531,151539,1,48.0,-4.0,-52.0,26.0
sel100,6,derivative_threshold,250.0,151519,151535,151540,151520,151542,1,4.0,8.0,4.0,6.0
sel100,6,official_pu0,250.0,151519,151535,151540,151520,151539,1,4.0,-4.0,-8.0,4.0
sel100,6,official_pu1,250.0,151519,151535,151540,151518,151537,1,-4.0,-12.0,-8.0,8.0
sel100,7,hcrd_quadratic,250.0,151732,151747,151752,151735,151756,1,12.0,16.0,4.0,14.0
sel100,7,hcrd_gaussian,250.0,151732,151747,151752,151736,151755,1,16.0,12.0,-4.0,14.0
sel100,7,hcrd_raw,250.0,151732,151747,151752,151731,151749,1,-4.0,-12.0,-8.0,8.0
sel100,7,derivative_threshold,250.0,151732,151747,151752,151738,151754,1,24.0,8.0,-16.0,16.0
sel100,7,official_pu0,250.0,151732,151747,151752,151733,151751,1,4.0,-4.0,-8.0,4.0
sel100,7,official_pu1,250.0,151732,151747,151752,151731,151755,1,-4.0,12.0,16.0,8.0
sel100,8,hcrd_quadratic,250.0,151937,151952,151959,151939,151963,1,8.0,16.0,8.0,12.0
sel100,8,hcrd_gaussian,250.0,151937,151952,151959,151939,151962,1,8.0,12.0,4.0,10.0
sel100,8,hcrd_raw,250.0,151937,151952,151959,151947,151963,1,40.0,16.0,-24.0,28.0
sel100,8,derivative_threshold,250.0,151937,151952,151959,151951,151960,1,56.0,4.0,-52.0,30.0
sel100,8,official_pu0,250.0,151937,151952,151959,151937,151958,1,0.0,-4.0,-4.0,2.0
sel100,8,official_pu1,250.0,151937,151952,151959,151935,151955,1,-8.0,-16.0,-8.0,12.0
sel100,9,hcrd_quadratic,250.0,152124,152139,152144,152127,152148,1,12.0,16.0,4.0,14.0
sel100,9,hcrd_gaussian,250.0,152124,152139,152144,152128,152156,1,16.0,48.0,32.0,32.0
sel100,9,hcrd_raw,250.0,152124,152139,152144,152134,152141,1,40.0,-12.0,-52.0,26.0
sel100,9,derivative_threshold,250.0,152124,152139,152144,152130,152145,1,24.0,4.0,-20.0,14.0
sel100,9,official_pu0,250.0,152124,152139,152144,152125,152142,1,4.0,-8.0,-12.0,6.0
sel100,9,official_pu1,250.0,152124,152139,152144,152123,152141,1,-4.0,-12.0,-8.0,8.0
sel100,10,hcrd_quadratic,250.0,152318,152332,152337,152320,152340,1,8.0,12.0,4.0,10.0
sel100,10,hcrd_gaussian,250.0,152318,152332,152337,152321,152340,1,12.0,12.0,0.0,12.0
sel100,10,hcrd_raw,250.0,152318,152332,152337,152320,152335,1,8.0,-8.0,-16.0,8.0
sel100,10,derivative_threshold,250.0,152318,152332,152337,152318,152338,1,0.0,4.0,4.0,2.0
sel100,10,official_pu0,250.0,152318,152332,152337,152318,152335,1,0.0,-8.0,-8.0,4.0
sel100,10,official_pu1,250.0,152318,152332,152337,152316,152333,1,-8.0,-16.0,-8.0,12.0
sel100,11,hcrd_quadratic,250.0,152521,152530,152536,152518,152539,1,-12.0,12.0,24.0,12.0
sel100,11,hcrd_gaussian,250.0,152521,152530,152536,152519,152537,1,-8.0,4.0,12.0,6.0
sel100,11,hcrd_raw,250.0,152521,152530,152536,152519,152532,1,-8.0,-16.0,-8.0,12.0
sel100,11,derivative_threshold,250.0,152521,152530,152536,152521,152536,1,0.0,0.0,0.0,0.0
sel100,11,official_pu0,250.0,152521,152530,152536,152516,152538,1,-20.0,8.0,28.0,14.0
sel100,11,official_pu1,250.0,152521,152530,152536,152515,152535,1,-24.0,-4.0,20.0,14.0
sel100,12,hcrd_quadratic,250.0,152718,152731,152736,152719,152739,1,4.0,12.0,8.0,8.0
sel100,12,hcrd_gaussian,250.0,152718,152731,152736,152719,152738,1,4.0,8.0,4.0,6.0
sel100,12,hcrd_raw,250.0,152718,152731,152736,152720,152732,1,8.0,-16.0,-24.0,12.0
sel100,12,derivative_threshold,250.0,152718,152731,152736,152716,152737,1,-8.0,4.0,12.0,6.0
sel100,12,official_pu0,250.0,152718,152731,152736,152717,152734,1,-4.0,-8.0,-4.0,6.0
sel100,12,official_pu1,250.0,152718,152731,152736,152715,152732,1,-12.0,-16.0,-4.0,14.0
sel100,13,hcrd_quadratic,250.0,152905,152921,152927,152908,152931,1,12.0,16.0,4.0,14.0
sel100,13,hcrd_gaussian,250.0,152905,152921,152927,152908,152929,1,12.0,8.0,-4.0,10.0
sel100,13,hcrd_raw,250.0,152905,152921,152927,152917,152924,1,48.0,-12.0,-60.0,30.0
sel100,13,derivative_threshold,250.0,152905,152921,152927,152920,152928,1,60.0,4.0,-56.0,32.0
sel100,13,official_pu0,250.0,152905,152921,152927,152905,152925,1,0.0,-8.0,-8.0,4.0
sel100,13,official_pu1,250.0,152905,152921,152927,152903,152923,1,-8.0,-16.0,-8.0,12.0
sel100,14,hcrd_quadratic,250.0,153113,153126,153133,153116,153137,1,12.0,16.0,4.0,14.0
sel100,14,hcrd_gaussian,250.0,153113,153126,153133,153116,153136,1,12.0,12.0,0.0,12.0
sel100,14,hcrd_raw,250.0,153113,153126,153133,153122,153130,1,36.0,-12.0,-48.0,24.0
sel100,14,derivative_threshold,250.0,153113,153126,153133,153113,153134,1,0.0,4.0,4.0,2.0
sel100,14,official_pu0,250.0,153113,153126,153133,153113,153132,1,0.0,-4.0,-4.0,2.0
sel100,14,official_pu1,250.0,153113,153126,153133,153110,153130,1,-12.0,-12.0,0.0,12.0
sel100,15,hcrd_quadratic,250.0,153323,153339,153345,153327,153347,1,16.0,8.0,-8.0,12.0
sel100,15,hcrd_gaussian,250.0,153323,153339,153345,153327,153346,1,16.0,4.0,-12.0,10.0
sel100,15,hcrd_raw,250.0,153323,153339,153345,153335,153343,1,48.0,-8.0,-56.0,28.0
sel100,15,derivative_threshold,250.0,153323,153339,153345,153329,153345,1,24.0,0.0,-24.0,12.0
sel100,15,official_pu0,250.0,153323,153339,153345,153324,153346,1,4.0,4.0,0.0,4.0
sel100,15,official_pu1,250.0,153323,153339,153345,153322,153345,1,-4.0,0.0,4.0,2.0
sel100,16,hcrd_quadratic,250.0,153527,153542,153547,153529,153551,1,8.0,16.0,8.0,12.0
sel100,16,hcrd_gaussian,250.0,153527,153542,153547,153529,153550,1,8.0,12.0,4.0,10.0
sel100,16,hcrd_raw,250.0,153527,153542,153547,153539,153544,1,48.0,-12.0,-60.0,30.0
sel100,16,derivative_threshold,250.0,153527,153542,153547,153531,153549,1,16.0,8.0,-8.0,12.0
sel100,16,official_pu0,250.0,153527,153542,153547,153527,153546,1,0.0,-4.0,-4.0,2.0
sel100,16,official_pu1,250.0,153527,153542,153547,153525,153544,1,-8.0,-12.0,-4.0,10.0
sel100,17,hcrd_quadratic,250.0,153707,153721,153726,153709,153730,1,8.0,16.0,8.0,12.0
sel100,17,hcrd_gaussian,250.0,153707,153721,153726,153710,153728,1,12.0,8.0,-4.0,10.0
sel100,17,hcrd_raw,250.0,153707,153721,153726,153709,153723,1,8.0,-12.0,-20.0,10.0
sel100,17,derivative_threshold,250.0,153707,153721,153726,153712,153727,1,20.0,4.0,-16.0,12.0
sel100,17,official_pu0,250.0,153707,153721,153726,153707,153724,1,0.0,-8.0,-8.0,4.0
sel100,17,official_pu1,250.0,153707,153721,153726,153705,153723,1,-8.0,-12.0,-4.0,10.0
sel100,18,hcrd_quadratic,250.0,153897,153913,153919,153901,153923,1,16.0,16.0,0.0,16.0
sel100,18,hcrd_gaussian,250.0,153897,153913,153919,153902,153921,1,20.0,8.0,-12.0,14.0
sel100,18,hcrd_raw,250.0,153897,153913,153919,153901,153916,1,16.0,-12.0,-28.0,14.0
sel100,18,derivative_threshold,250.0,153897,153913,153919,153903,153920,1,24.0,4.0,-20.0,14.0
sel100,18,official_pu0,250.0,153897,153913,153919,153899,153917,1,8.0,-8.0,-16.0,8.0
sel100,18,official_pu1,250.0,153897,153913,153919,153897,153915,1,0.0,-16.0,-16.0,8.0
sel100,19,hcrd_quadratic,250.0,154100,154114,154119,154102,154123,1,8.0,16.0,8.0,12.0
sel100,19,hcrd_gaussian,250.0,154100,154114,154119,154103,154122,1,12.0,12.0,0.0,12.0
sel100,19,hcrd_raw,250.0,154100,154114,154119,154111,154116,1,44.0,-12.0,-56.0,28.0
sel100,19,derivative_threshold,250.0,154100,154114,154119,154105,154120,1,20.0,4.0,-16.0,12.0
sel100,19,official_pu0,250.0,154100,154114,154119,154100,154122,1,0.0,12.0,12.0,6.0
sel100,19,official_pu1,250.0,154100,154114,154119,154099,154119,1,-4.0,0.0,4.0,2.0
sel100,20,hcrd_quadratic,250.0,154311,154326,154330,154314,154335,1,12.0,20.0,8.0,16.0
sel100,20,hcrd_gaussian,250.0,154311,154326,154330,154314,154333,1,12.0,12.0,0.0,12.0
sel100,20,hcrd_raw,250.0,154311,154326,154330,154320,154330,1,36.0,0.0,-36.0,18.0
sel100,20,derivative_threshold,250.0,154311,154326,154330,154324,154332,1,52.0,8.0,-44.0,30.0
sel100,20,official_pu0,250.0,154311,154326,154330,154311,154329,1,0.0,-4.0,-4.0,2.0
sel100,20,official_pu1,250.0,154311,154326,154330,154309,154327,1,-8.0,-12.0,-4.0,10.0
sel100,21,hcrd_quadratic,250.0,154503,154523,154528,154509,154533,1,24.0,20.0,-4.0,22.0
sel100,21,hcrd_gaussian,250.0,154503,154523,154528,154509,154532,1,24.0,16.0,-8.0,20.0
sel100,21,hcrd_raw,250.0,154503,154523,154528,154519,154525,1,64.0,-12.0,-76.0,38.0
sel100,21,derivative_threshold,250.0,154503,154523,154528,154512,154530,1,36.0,8.0,-28.0,22.0
sel100,21,official_pu0,250.0,154503,154523,154528,154505,154527,1,8.0,-4.0,-12.0,6.0
sel100,21,official_pu1,250.0,154503,154523,154528,154502,154525,1,-4.0,-12.0,-8.0,8.0
sel100,22,hcrd_quadratic,250.0,154708,154723,154727,154711,154732,1,12.0,20.0,8.0,16.0
sel100,22,hcrd_gaussian,250.0,154708,154723,154727,154711,154732,1,12.0,20.0,8.0,16.0
sel100,22,hcrd_raw,250.0,154708,154723,154727,154719,154725,1,44.0,-8.0,-52.0,26.0
sel100,22,derivative_threshold,250.0,154708,154723,154727,154713,154730,1,20.0,12.0,-8.0,16.0
sel100,22,official_pu0,250.0,154708,154723,154727,154708,154727,1,0.0,0.0,0.0,0.0
sel100,22,official_pu1,250.0,154708,154723,154727,154706,154724,1,-8.0,-12.0,-4.0,10.0
sel100,23,hcrd_quadratic,250.0,154916,154934,154939,154921,154943,1,20.0,16.0,-4.0,18.0
sel100,23,hcrd_gaussian,250.0,154916,154934,154939,154921,154942,1,20.0,12.0,-8.0,16.0
sel100,23,hcrd_raw,250.0,154916,154934,154939,154929,154936,1,52.0,-12.0,-64.0,32.0
sel100,23,derivative_threshold,250.0,154916,154934,154939,154923,154940,1,28.0,4.0,-24.0,16.0
sel100,23,official_pu0,250.0,154916,154934,154939,154916,154938,1,0.0,-4.0,-4.0,2.0
sel100,23,official_pu1,250.0,154916,154934,154939,154916,154939,1,0.0,0.0,0.0,0.0
sel100,24,hcrd_quadratic,250.0,155124,155136,155143,155124,155145,1,0.0,8.0,8.0,4.0
sel100,24,hcrd_gaussian,250.0,155124,155136,155143,155125,155144,1,4.0,4.0,0.0,4.0
sel100,24,hcrd_raw,250.0,155124,155136,155143,155132,155137,1,32.0,-24.0,-56.0,28.0
sel100,24,derivative_threshold,250.0,155124,155136,155143,155126,155142,1,8.0,-4.0,-12.0,6.0
sel100,24,official_pu0,250.0,155124,155136,155143,155122,155139,1,-8.0,-16.0,-8.0,12.0
sel100,24,official_pu1,250.0,155124,155136,155143,155120,155137,1,-16.0,-24.0,-8.0,20.0
sel100,25,hcrd_quadratic,250.0,155305,155316,155320,155304,155326,1,-4.0,24.0,28.0,14.0
sel100,25,hcrd_gaussian,250.0,155305,155316,155320,155304,155324,1,-4.0,16.0,20.0,10.0
sel100,25,hcrd_raw,250.0,155305,155316,155320,155312,155320,1,28.0,0.0,-28.0,14.0
sel100,25,derivative_threshold,250.0,155305,155316,155320,155315,155323,1,40.0,12.0,-28.0,26.0
sel100,25,official_pu0,250.0,155305,155316,155320,155301,155320,1,-16.0,0.0,16.0,8.0
sel100,25,official_pu1,250.0,155305,155316,155320,155300,155318,1,-20.0,-8.0,12.0,14.0
sel100,26,hcrd_quadratic,250.0,155490,155504,155507,155492,155513,1,8.0,24.0,16.0,16.0
sel100,26,hcrd_gaussian,250.0,155490,155504,155507,155493,155511,1,12.0,16.0,4.0,14.0
sel100,26,hcrd_raw,250.0,155490,155504,155507,155498,155506,1,32.0,-4.0,-36.0,18.0
sel100,26,derivative_threshold,250.0,155490,155504,155507,155495,155510,1,20.0,12.0,-8.0,16.0
sel100,26,official_pu0,250.0,155490,155504,155507,155490,155507,1,0.0,0.0,0.0,0.0
sel100,26,official_pu1,250.0,155490,155504,155507,155488,155505,1,-8.0,-8.0,0.0,8.0
sel100,27,hcrd_quadratic,250.0,155691,155704,155710,155692,155712,1,4.0,8.0,4.0,6.0
sel100,27,hcrd_gaussian,250.0,155691,155704,155710,155692,155711,1,4.0,4.0,0.0,4.0
sel100,27,hcrd_raw,250.0,155691,155704,155710,155698,155707,1,28.0,-12.0,-40.0,20.0
sel100,27,derivative_threshold,250.0,155691,155704,155710,155694,155710,1,12.0,0.0,-12.0,6.0
sel100,27,official_pu0,250.0,155691,155704,155710,155690,155707,1,-4.0,-12.0,-8.0,8.0
sel100,27,official_pu1,250.0,155691,155704,155710,155688,155709,1,-12.0,-4.0,8.0,8.0
sel100,28,hcrd_quadratic,250.0,155899,155914,155918,155902,155923,1,12.0,20.0,8.0,16.0
sel100,28,hcrd_gaussian,250.0,155899,155914,155918,155902,155922,1,12.0,16.0,4.0,14.0
sel100,28,hcrd_raw,250.0,155899,155914,155918,155909,155916,1,40.0,-8.0,-48.0,24.0
sel100,28,derivative_threshold,250.0,155899,155914,155918,155904,155920,1,20.0,8.0,-12.0,14.0
sel100,28,official_pu0,250.0,155899,155914,155918,155899,155918,1,0.0,0.0,0.0,0.0
sel100,28,official_pu1,250.0,155899,155914,155918,155898,155916,1,-4.0,-8.0,-4.0,6.0
sel100,29,hcrd_quadratic,250.0,156092,156110,156114,156098,156120,1,24.0,24.0,0.0,24.0
sel100,29,hcrd_gaussian,250.0,156092,156110,156114,156098,156118,1,24.0,16.0,-8.0,20.0
sel100,29,hcrd_raw,250.0,156092,156110,156114,156107,156112,1,60.0,-8.0,-68.0,34.0
sel100,29,derivative_threshold,250.0,156092,156110,156114,156109,156117,1,68.0,12.0,-56.0,40.0
sel100,29,official_pu0,250.0,156092,156110,156114,156095,156114,1,12.0,0.0,-12.0,6.0
sel100,29,official_pu1,250.0,156092,156110,156114,156093,156112,1,4.0,-8.0,-12.0,6.0
sel44,0,hcrd_quadratic,250.0,150209,150228,150241,150211,150239,1,8.0,-8.0,-16.0,8.0
sel44,0,hcrd_gaussian,250.0,150209,150228,150241,150211,150242,1,8.0,4.0,-4.0,6.0
sel44,0,hcrd_raw,250.0,150209,150228,150241,150224,150244,1,60.0,12.0,-48.0,36.0
sel44,0,derivative_threshold,250.0,150209,150228,150241,150214,150237,1,20.0,-16.0,-36.0,18.0
sel44,0,official_pu0,250.0,150209,150228,150241,150208,150233,1,-4.0,-32.0,-28.0,18.0
sel44,0,official_pu1,250.0,150209,150228,150241,150210,150234,1,4.0,-28.0,-32.0,16.0
sel44,1,hcrd_quadratic,250.0,150379,150396,150410,150381,150409,1,8.0,-4.0,-12.0,6.0
sel44,1,hcrd_gaussian,250.0,150379,150396,150410,150381,150412,1,8.0,8.0,0.0,8.0
sel44,1,hcrd_raw,250.0,150379,150396,150410,150385,150408,1,24.0,-8.0,-32.0,16.0
sel44,1,derivative_threshold,250.0,150379,150396,150410,,,0,nan,nan,nan,160.0
sel44,1,official_pu0,250.0,150379,150396,150410,150378,150402,1,-4.0,-32.0,-28.0,18.0
sel44,1,official_pu1,250.0,150379,150396,150410,150384,150403,1,20.0,-28.0,-48.0,24.0
sel44,2,hcrd_quadratic,250.0,150505,150538,150546,150523,150549,1,72.0,12.0,-60.0,42.0
sel44,2,hcrd_gaussian,250.0,150505,150538,150546,150523,150550,1,72.0,16.0,-56.0,44.0
sel44,2,hcrd_raw,250.0,150505,150538,150546,150518,150550,1,52.0,16.0,-36.0,34.0
sel44,2,derivative_threshold,250.0,150505,150538,150546,150524,150568,1,76.0,88.0,12.0,82.0
sel44,2,official_pu0,250.0,150505,150538,150546,150504,150544,1,-4.0,-8.0,-4.0,6.0
sel44,2,official_pu1,250.0,150505,150538,150546,150505,150545,1,0.0,-4.0,-4.0,2.0
sel44,3,hcrd_quadratic,250.0,151232,151252,151267,151236,151266,1,16.0,-4.0,-20.0,10.0
sel44,3,hcrd_gaussian,250.0,151232,151252,151267,151236,151269,1,16.0,8.0,-8.0,12.0
sel44,3,hcrd_raw,250.0,151232,151252,151267,151248,151261,1,64.0,-24.0,-88.0,44.0
sel44,3,derivative_threshold,250.0,151232,151252,151267,151238,151263,1,24.0,-16.0,-40.0,20.0
sel44,3,official_pu0,250.0,151232,151252,151267,151233,151257,1,4.0,-40.0,-44.0,22.0
sel44,3,official_pu1,250.0,151232,151252,151267,151234,151259,1,8.0,-32.0,-40.0,20.0
sel44,4,hcrd_quadratic,250.0,151403,151421,151438,151405,151436,1,8.0,-8.0,-16.0,8.0
sel44,4,hcrd_gaussian,250.0,151403,151421,151438,151405,151437,1,8.0,-4.0,-12.0,6.0
sel44,4,hcrd_raw,250.0,151403,151421,151438,151417,151430,1,56.0,-32.0,-88.0,44.0
sel44,4,derivative_threshold,250.0,151403,151421,151438,151407,151434,1,16.0,-16.0,-32.0,16.0
sel44,4,official_pu0,250.0,151403,151421,151438,151403,151426,1,0.0,-48.0,-48.0,24.0
sel44,4,official_pu1,250.0,151403,151421,151438,151408,151428,1,20.0,-40.0,-60.0,30.0
sel44,5,hcrd_quadratic,250.0,151535,151564,151571,151540,151576,1,20.0,20.0,0.0,20.0
sel44,5,hcrd_gaussian,250.0,151535,151564,151571,151549,151578,1,56.0,28.0,-28.0,42.0
sel44,5,hcrd_raw,250.0,151535,151564,151571,151552,151574,1,68.0,12.0,-56.0,40.0
sel44,5,derivative_threshold,250.0,151535,151564,151571,151561,151576,1,104.0,20.0,-84.0,62.0
sel44,5,official_pu0,250.0,151535,151564,151571,151531,151570,1,-16.0,-4.0,12.0,10.0
sel44,5,official_pu1,250.0,151535,151564,151571,151533,151571,1,-8.0,0.0,8.0,4.0
sel44,6,hcrd_quadratic,250.0,151747,151765,151783,151749,151785,1,8.0,8.0,0.0,8.0
sel44,6,hcrd_gaussian,250.0,151747,151765,151783,151749,151785,1,8.0,8.0,0.0,8.0
sel44,6,hcrd_raw,250.0,151747,151765,151783,151761,151779,1,56.0,-16.0,-72.0,36.0
sel44,6,derivative_threshold,250.0,151747,151765,151783,151751,151777,1,16.0,-24.0,-40.0,20.0
sel44,6,official_pu0,250.0,151747,151765,151783,151746,151770,1,-4.0,-52.0,-48.0,28.0
sel44,6,official_pu1,250.0,151747,151765,151783,151752,151771,1,20.0,-48.0,-68.0,34.0
sel44,7,hcrd_quadratic,250.0,151917,151936,151965,151921,151949,1,16.0,-64.0,-80.0,40.0
