trial,suite,seed,noise_sigma,method,parameter,baseline_mse,baseline_nmse,detail_mse,detail_nmse,knot_f1,knots
12,variable,120260927,0.0,hcrd_legacy,none,0.006765042429852953,0.008698168303211365,0.006765042429852955,0.008698168303211367,1.0,9
12,variable,120260927,0.0,hcrd_robust,z=3.5,0.02630068327856564,0.03381616183764177,0.02630068327856564,0.03381616183764177,0.25,3
12,variable,120260927,0.0,hcrd_guided_fixed,sigma=2,0.05267228953499402,0.06772351305131653,0.05267228953499401,0.06772351305131653,0.25,11
12,variable,120260927,0.0,hcrd_guided_oracle,sigma=1,0.036655012603207325,0.04712926372376962,0.036655012603207325,0.04712926372376962,0.5,11
12,variable,120260927,0.0,hcrd_guided_adaptive,sigma=1.86114;adaptive,0.052577044385042224,0.06760105138859444,0.052577044385042224,0.06760105138859444,0.25,11
12,variable,120260927,0.0,affine_ls,degree=1,0.031420347456635425,0.04039878140559343,0.031420347456635425,0.04039878140559343,,
12,variable,120260927,0.0,moving_average_oracle,window=129,0.03095593402850851,0.03980166081071091,0.030955934028508506,0.039801660810710904,,
12,variable,120260927,0.0,gaussian_oracle,sigma=64,0.022686471722929494,0.029169181316779334,0.022686471722929497,0.029169181316779338,,
12,variable,120260927,0.0,fourier_oracle,bins=2,0.038324784472063694,0.04927617660626519,0.038324784472063694,0.04927617660626519,,
12,variable,120260927,0.0,rdp_oracle_budget,epsilon=1.8590096;knots=2,0.026028355474030113,0.03346601575917208,0.026028355474030106,0.033466015759172074,,
13,variable,120260928,0.0,hcrd_centered,none,0.01590296010340035,0.015087943550896304,0.01590296010340035,0.015087943550896304,1.0,9
13,variable,120260928,0.0,hcrd_legacy,none,0.004846049329260645,0.004597692394959209,0.004846049329260645,0.004597692394959209,1.0,9
13,variable,120260928,0.0,hcrd_robust,z=3.5,0.06742093148867567,0.06396565179286842,0.06742093148867567,0.06396565179286842,0.0,2
13,variable,120260928,0.0,hcrd_guided_fixed,sigma=2,0.07687649341488316,0.07293662220699393,0.07687649341488316,0.07293662220699393,0.6250000000000001,11
13,variable,120260928,0.0,hcrd_guided_oracle,sigma=1,0.038066332479377386,0.03611545724218294,0.03806633247937739,0.036115457242182944,0.75,11
13,variable,120260928,0.0,hcrd_guided_adaptive,sigma=1.85514;adaptive,0.07681278606378227,0.0728761798169648,0.07681278606378228,0.07287617981696481,0.6250000000000001,11
13,variable,120260928,0.0,affine_ls,degree=1,0.09297649426211464,0.08821150828939511,0.09297649426211466,0.08821150828939513,,
13,variable,120260928,0.0,moving_average_oracle,window=129,0.08600846129800659,0.08160058256615398,0.08600846129800659,0.08160058256615398,,
13,variable,120260928,0.0,gaussian_oracle,sigma=64,0.05114691562845115,0.04852566885579513,0.05114691562845115,0.04852566885579513,,
13,variable,120260928,0.0,fourier_oracle,bins=3,0.028805815582919916,0.027329535924553745,0.028805815582919916,0.027329535924553745,,
13,variable,120260928,0.0,rdp_oracle_budget,epsilon=1.8000788;knots=2,0.06742093148867567,0.06396565179286842,0.06742093148867567,0.06396565179286842,,
14,variable,120260929,0.0,hcrd_centered,none,0.02214229004733138,0.018069303457029017,0.022142290047331387,0.01806930345702902,1.0,9
14,variable,120260929,0.0,hcrd_legacy,none,0.007941529807150054,0.006480716840565912,0.007941529807150056,0.006480716840565913,1.0,9
14,variable,120260929,0.0,hcrd_robust,z=3.5,0.1777508432980772,0.14505427940967938,0.1777508432980772,0.14505427940967938,0.25,3
14,variable,120260929,0.0,hcrd_guided_fixed,sigma=2,0.11489888449350831,0.09376368958898842,0.11489888449350834,0.09376368958898845,0.375,11
14,variable,120260929,0.0,hcrd_guided_oracle,sigma=1,0.06467218612845657,0.052775993534841414,0.06467218612845657,0.052775993534841414,0.5,11
14,variable,120260929,0.0,hcrd_guided_adaptive,sigma=1.78705;adaptive,0.09573906134308205,0.07812824005111252,0.09573906134308205,0.07812824005111252,0.375,11
14,variable,120260929,0.0,affine_ls,degree=1,0.12410366322171065,0.10127528571292861,0.12410366322171067,0.10127528571292863,,
14,variable,120260929,0.0,moving_average_oracle,window=129,0.07965655141729533,0.06500404415364504,0.07965655141729533,0.06500404415364504,,
14,variable,120260929,0.0,gaussian_oracle,sigma=64,0.052008507261082526,0.0424417482581418,0.052008507261082526,0.0424417482581418,,
14,variable,120260929,0.0,fourier_oracle,bins=3,0.04314243192310282,0.03520655237675895,0.04314243192310282,0.03520655237675895,,
14,variable,120260929,0.0,rdp_oracle_budget,epsilon=2.426211;knots=2,0.2941885072161004,0.2400736960402501,0.29418850721610035,0.24007369604025006,,
15,variable,120260930,0.0,hcrd_centered,none,0.0105140699256664,0.01170781067604796,0.010514069925666402,0.011707810676047961,1.0,9
15,variable,120260930,0.0,hcrd_legacy,none,0.00779830658224725,0.008683706471824953,0.00779830658224725,0.008683706471824953,1.0,9
15,variable,120260930,0.0,hcrd_robust,z=3.5,0.3742226065264029,0.41671088920693267,0.3742226065264029,0.41671088920693267,0.0,2
15,variable,120260930,0.0,hcrd_guided_fixed,sigma=2,0.05492168035664448,0.061157348217394554,0.054921680356644485,0.06115734821739456,0.75,11
15,variable,120260930,0.0,hcrd_guided_oracle,sigma=1,0.03244777832781935,0.03613181652835572,0.03244777832781935,0.03613181652835572,0.75,11
15,variable,120260930,0.0,hcrd_guided_adaptive,sigma=1.73939;adaptive,0.054475124354184515,0.06066009138250407,0.054475124354184515,0.06066009138250407,0.75,11
15,variable,120260930,0.0,affine_ls,degree=1,0.1441694248125002,0.1605380545224499,0.1441694248125002,0.1605380545224499,,
15,variable,120260930,0.0,moving_average_oracle,window=129,0.06871573911518522,0.07651754931374023,0.06871573911518522,0.07651754931374023,,
15,variable,120260930,0.0,gaussian_oracle,sigma=32,0.07682356102969945,0.08554591270121588,0.07682356102969948,0.0855459127012159,,
15,variable,120260930,0.0,fourier_oracle,bins=3,0.07044831380644433,0.07844683612757966,0.07044831380644433,0.07844683612757966,,
15,variable,120260930,0.0,rdp_oracle_budget,epsilon=2.8245261;knots=2,0.3742226065264029,0.41671088920693267,0.3742226065264029,0.41671088920693267,,
16,variable,120260931,0.0,hcrd_centered,none,0.01062183713896266,0.008971723448372902,0.010621837138962661,0.008971723448372904,1.0,9
16,variable,120260931,0.0,hcrd_legacy,none,0.004296574990657361,0.0036290974985837376,0.004296574990657363,0.003629097498583739,1.0,9
16,variable,120260931,0.0,hcrd_robust,z=3.5,0.8175277984307784,0.6905239859095034,0.8175277984307783,0.6905239859095033,0.0,2
16,variable,120260931,0.0,hcrd_guided_fixed,sigma=2,0.04698395065082441,0.03968494397310666,0.04698395065082441,0.03968494397310666,0.5,11
16,variable,120260931,0.0,hcrd_guided_oracle,sigma=1,0.024115435050772075,0.020369076580838565,0.02411543505077208,0.020369076580838568,0.6250000000000001,11
16,variable,120260931,0.0,hcrd_guided_adaptive,sigma=1.76522;adaptive,0.034477731937759416,0.029121579631272758,0.034477731937759416,0.029121579631272758,0.6666666666666666,10
16,variable,120260931,0.0,affine_ls,degree=1,0.2851573913012126,0.2408578874392145,0.2851573913012126,0.2408578874392145,,
16,variable,120260931,0.0,moving_average_oracle,window=65,0.05802310653062112,0.04900915525231369,0.05802310653062111,0.049009155252313676,,
16,variable,120260931,0.0,gaussian_oracle,sigma=32,0.04490806399262543,0.03793154851393404,0.044908063992625424,0.03793154851393403,,
16,variable,120260931,0.0,fourier_oracle,bins=3,0.0819871583615151,0.06925036615740314,0.0819871583615151,0.06925036615740314,,
16,variable,120260931,0.0,rdp_oracle_budget,epsilon=1.495697;knots=9,0.43784710959946016,0.3698270956900977,0.4378471095994602,0.36982709569009775,,
17,variable,120260932,0.0,hcrd_centered,none,0.013754509024479115,0.016041831583830903,0.013754509024479115,0.016041831583830903,1.0,9
17,variable,120260932,0.0,hcrd_legacy,none,0.007890931425733135,0.009203163322361005,0.007890931425733135,0.009203163322361005,1.0,9
17,variable,120260932,0.0,hcrd_robust,z=3.5,0.16148104270810074,0.18833472619738661,0.16148104270810074,0.18833472619738661,0.0,2
17,variable,120260932,0.0,hcrd_guided_fixed,sigma=2,0.04300789492115243,0.05015994434060516,0.04300789492115243,0.05015994434060516,0.75,11
17,variable,120260932,0.0,hcrd_guided_oracle,sigma=1,0.023575101664685773,0.027495551444512777,0.023575101664685776,0.02749555144451278,0.8750000000000001,11
17,variable,120260932,0.0,hcrd_guided_adaptive,sigma=2.15958;adaptive,0.023162880965306845,0.027014780009993602,0.023162880965306845,0.027014780009993602,0.8571428571428571,9
17,variable,120260932,0.0,affine_ls,degree=1,0.06372148667772344,0.07431812765807358,0.06372148667772344,0.07431812765807358,,
17,variable,120260932,0.0,moving_average_oracle,window=129,0.04473748441551077,0.05217715799238147,0.04473748441551077,0.05217715799238147,,
17,variable,120260932,0.0,gaussian_oracle,sigma=64,0.04084447984007387,0.04763676155634024,0.040844479840073875,0.047636761556340244,,
17,variable,120260932,0.0,fourier_oracle,bins=2,0.011219370174007882,0.013085108780529948,0.011219370174007882,0.013085108780529948,,
17,variable,120260932,0.0,rdp_oracle_budget,epsilon=2.4265137;knots=2,0.16148104270810074,0.18833472619738661,0.16148104270810074,0.18833472619738661,,
18,variable,120260933,0.0,hcrd_centered,none,0.014482344731944175,0.016217348949856842,0.014482344731944175,0.016217348949856842,1.0,9
18,variable,120260933,0.0,hcrd_legacy,none,0.006661708798746454,0.007459790399361648,0.006661708798746454,0.007459790399361648,1.0,9
18,variable,120260933,0.0,hcrd_robust,z=3.5,0.3014855292214196,0.33760389779505423,0.3014855292214196,0.33760389779505423,0.0,2
18,variable,120260933,0.0,hcrd_guided_fixed,sigma=2,0.07079114473680086,0.07927201830959334,0.07079114473680084,0.07927201830959331,0.375,11
18,variable,120260933,0.0,hcrd_guided_oracle,sigma=1,0.05677249729703321,0.06357391820607443,0.05677249729703321,0.06357391820607443,0.5,11
18,variable,120260933,0.0,hcrd_guided_adaptive,sigma=1.77713;adaptive,0.070560283422293,0.07901349950164516,0.070560283422293,0.07901349950164516,0.375,11
18,variable,120260933,0.0,affine_ls,degree=1,0.17715564580886944,0.19837912849723996,0.17715564580886942,0.19837912849723993,,
18,variable,120260933,0.0,moving_average_oracle,window=129,0.10952398930548743,0.12264510932609426,0.10952398930548743,0.12264510932609426,,
18,variable,120260933,0.0,gaussian_oracle,sigma=32,0.09780932242186777,0.10952700972279279,0.09780932242186774,0.10952700972279276,,
18,variable,120260933,0.0,fourier_oracle,bins=3,0.12463765760959329,0.139569415254225,0.12463765760959329,0.139569415254225,,
18,variable,120260933,0.0,rdp_oracle_budget,epsilon=2.2592821;knots=2,0.3014855292214196,0.33760389779505423,0.3014855292214196,0.33760389779505423,,
19,variable,120260934,0.0,hcrd_centered,none,0.030943161037365555,0.025143585727772123,0.030943161037365552,0.025143585727772123,1.0,9
19,variable,120260934,0.0,hcrd_legacy,none,0.012328422405561318,0.010017746579546252,0.012328422405561316,0.01001774657954625,1.0,9
19,variable,120260934,0.0,hcrd_robust,z=3.5,1.6524744199605321,1.3427565526048004,1.652474419960532,1.3427565526048004,0.0,2
19,variable,120260934,0.0,hcrd_guided_fixed,sigma=2,0.10856592311952389,0.0882177677895985,0.10856592311952389,0.0882177677895985,0.125,11
19,variable,120260934,0.0,hcrd_guided_oracle,sigma=1,0.0860045788940555,0.06988502240583414,0.0860045788940555,0.06988502240583414,0.375,11
19,variable,120260934,0.0,hcrd_guided_adaptive,sigma=1.88631;adaptive,0.10752389430220775,0.08737104302003282,0.10752389430220775,0.08737104302003282,0.13333333333333333,10
19,variable,120260934,0.0,affine_ls,degree=1,0.282551495329188,0.22959379414212866,0.282551495329188,0.22959379414212866,,
19,variable,120260934,0.0,moving_average_oracle,window=65,0.12409355405232243,0.10083510572209263,0.12409355405232243,0.10083510572209263,,
19,variable,120260934,0.0,gaussian_oracle,sigma=32,0.09791377080550354,0.07956211348946306,0.09791377080550354,0.07956211348946306,,
19,variable,120260934,0.0,fourier_oracle,bins=3,0.07636305876322434,0.06205058080942271,0.07636305876322434,0.06205058080942271,,
19,variable,120260934,0.0,rdp_oracle_budget,epsilon=1.9416456;knots=7,0.5897139368730104,0.4791857854704467,0.5897139368730104,0.4791857854704467,,
20,variable,120260935,0.0,hcrd_centered,none,0.019188521890257552,0.014013036762046654,0.019188521890257552,0.014013036762046654,1.0,9
20,variable,120260935,0.0,hcrd_legacy,none,0.009515123271827765,0.006948725543640009,0.009515123271827765,0.006948725543640009,1.0,9
20,variable,120260935,0.0,hcrd_robust,z=3.5,0.07402041202916249,0.05405579235538357,0.07402041202916249,0.05405579235538357,0.0,2
20,variable,120260935,0.0,hcrd_guided_fixed,sigma=2,0.08121159659735354,0.05930738673524496,0.08121159659735355,0.059307386735244966,0.5,11
20,variable,120260935,0.0,hcrd_guided_oracle,sigma=1,0.03962316798442786,0.028936095899937248,0.03962316798442786,0.028936095899937248,0.75,11
20,variable,120260935,0.0,hcrd_guided_adaptive,sigma=1.83206;adaptive,0.0811803306040022,0.05928455373556213,0.08118033060400222,0.05928455373556214,0.5,11
20,variable,120260935,0.0,affine_ls,degree=1,0.0821064446362108,0.059960878366162026,0.08210644463621079,0.05996087836616201,,
20,variable,120260935,0.0,moving_average_oracle,window=129,0.048523751715413024,0.035436034130682095,0.04852375171541303,0.0354360341306821,,
20,variable,120260935,0.0,gaussian_oracle,sigma=64,0.03062200482350244,0.022362706297725684,0.03062200482350244,0.022362706297725684,,
20,variable,120260935,0.0,fourier_oracle,bins=3,0.04262326152518071,0.031127010933236048,0.04262326152518072,0.031127010933236058,,
20,variable,120260935,0.0,rdp_oracle_budget,epsilon=2.526627;knots=2,0.07402041202916249,0.05405579235538357,0.07402041202916249,0.05405579235538357,,
21,variable,120260936,0.0,hcrd_centered,none,0.007649659013945712,0.008296719401000721,0.007649659013945712,0.008296719401000721,1.0,9
21,variable,120260936,0.0,hcrd_legacy,none,0.00584725451090926,0.006341855219272931,0.00584725451090926,0.006341855219272931,1.0,9
21,variable,120260936,0.0,hcrd_robust,z=3.5,0.5281341902238963,0.5728073858421923,0.5281341902238963,0.5728073858421923,0.0,2
21,variable,120260936,0.0,hcrd_guided_fixed,sigma=2,0.039537165235506384,0.04288148860909802,0.039537165235506384,0.04288148860909802,0.5,11
21,variable,120260936,0.0,hcrd_guided_oracle,sigma=1,0.01890680182638422,0.020506068210081795,0.01890680182638422,0.020506068210081795,0.6250000000000001,11
21,variable,120260936,0.0,hcrd_guided_adaptive,sigma=1.54874;adaptive,0.021148686090924875,0.022937586352067395,0.02114868609092487,0.022937586352067392,0.5714285714285714,9
21,variable,120260936,0.0,affine_ls,degree=1,0.14490356751555464,0.15716050057771266,0.14490356751555467,0.1571605005777127,,
21,variable,120260936,0.0,moving_average_oracle,window=65,0.04689998787351586,0.05086710905512514,0.046899987873515854,0.05086710905512513,,
21,variable,120260936,0.0,gaussian_oracle,sigma=32,0.036038590403465166,0.039086980431422114,0.03603859040346517,0.03908698043142212,,
21,variable,120260936,0.0,fourier_oracle,bins=2,0.03253604390004282,0.03528816463128328,0.03253604390004281,0.03528816463128327,,
21,variable,120260936,0.0,rdp_oracle_budget,epsilon=1.7855864;knots=4,0.3437052771937289,0.37277821616896695,0.3437052771937289,0.37277821616896695,,
22,variable,120260937,0.0,hcrd_centered,none,0.02239558189552242,0.02411560662811441,0.022395581895522425,0.024115606628114412,1.0,9
22,variable,120260937,0.0,hcrd_legacy,none,0.00845185997026946,0.009100979437362839,0.008451859970269461,0.00910097943736284,1.0,9
22,variable,120260937,0.0,hcrd_robust,z=3.5,0.06280838346875514,0.06763219083774248,0.06280838346875514,0.06763219083774248,0.25,3
22,variable,120260937,0.0,hcrd_guided_fixed,sigma=2,0.13063592189239293,0.14066901760154235,0.13063592189239293,0.14066901760154235,0.25,11
22,variable,120260937,0.0,hcrd_guided_oracle,sigma=1,0.07698356645668086,0.08289605575597,0.07698356645668085,0.08289605575596999,0.375,11
22,variable,120260937,0.0,hcrd_guided_adaptive,sigma=1.75735;adaptive,0.11086670776500643,0.11938148895115568,0.11086670776500643,0.11938148895115568,0.26666666666666666,10
22,variable,120260937,0.0,affine_ls,degree=1,0.16780658290375866,0.18069445847817805,0.16780658290375866,0.18069445847817805,,
22,variable,120260937,0.0,moving_average_oracle,window=65,0.11794154770871501,0.1269996905158785,0.117941547708715,0.1269996905158785,,
22,variable,120260937,0.0,gaussian_oracle,sigma=32,0.09839656076126549,0.10595361013381178,0.09839656076126548,0.10595361013381177,,
22,variable,120260937,0.0,fourier_oracle,bins=2,0.043740536574727304,0.04709989580354096,0.043740536574727304,0.04709989580354096,,
22,variable,120260937,0.0,rdp_oracle_budget,epsilon=1.7448344;knots=6,0.36101761292535356,0.3887444755730742,0.36101761292535356,0.3887444755730742,,
23,variable,120260938,0.0,hcrd_centered,none,0.016472444505833555,0.015337342041277395,0.01647244450583356,0.015337342041277399,1.0,9
23,variable,120260938,0.0,hcrd_legacy,none,0.008899272529658456,0.008286031053713895,0.008899272529658457,0.008286031053713895,1.0,9
23,variable,120260938,0.0,hcrd_robust,z=3.5,0.3754815583483303,0.3496074361361936,0.3754815583483303,0.3496074361361936,0.0,2
23,variable,120260938,0.0,hcrd_guided_fixed,sigma=2,0.08656881543627744,0.08060343029136914,0.08656881543627744,0.08060343029136914,0.5,11
23,variable,120260938,0.0,hcrd_guided_oracle,sigma=1,0.04077451084822975,0.037964773183701166,0.04077451084822976,0.03796477318370117,0.75,11
23,variable,120260938,0.0,hcrd_guided_adaptive,sigma=1.56885;adaptive,0.05358651848852516,0.049893916022523944,0.053586518488525164,0.04989391602252395,0.5714285714285714,9
23,variable,120260938,0.0,affine_ls,degree=1,0.17347723823117134,0.16152306588043958,0.1734772382311714,0.16152306588043963,,
23,variable,120260938,0.0,moving_average_oracle,window=65,0.1179989410071687,0.1098677320232914,0.1179989410071687,0.1098677320232914,,
23,variable,120260938,0.0,gaussian_oracle,sigma=32,0.12343444825046163,0.1149286829786096,0.12343444825046161,0.11492868297860959,,
23,variable,120260938,0.0,fourier_oracle,bins=3,0.05289238903010068,0.049247618448353174,0.052892389030100684,0.049247618448353174,,
23,variable,120260938,0.0,rdp_oracle_budget,epsilon=3.099955;knots=2,0.3754815583483303,0.3496074361361936,0.3754815583483303,0.3496074361361936,,
24,variable,120260939,0.0,hcrd_centered,none,0.014963810208030026,0.014223023415332782,0.014963810208030028,0.014223023415332783,1.0,9
24,variable,120260939,0.0,hcrd_legacy,none,0.007222687982403523,0.006865127188009966,0.007222687982403523,0.006865127188009966,1.0,9
24,variable,120260939,0.0,hcrd_robust,z=3.5,0.27227262187020573,0.2587937044360442,0.27227262187020573,0.2587937044360442,0.0,2
24,variable,120260939,0.0,hcrd_guided_fixed,sigma=2,0.06998679583953722,0.06652208375749638,0.06998679583953722,0.06652208375749638,0.375,11
24,variable,120260939,0.0,hcrd_guided_oracle,sigma=1,0.04397969010792246,0.041802465649316084,0.043979690107922464,0.04180246564931609,0.6250000000000001,11
24,variable,120260939,0.0,hcrd_guided_adaptive,sigma=1.94391;adaptive,0.06993842311209059,0.06647610573281068,0.06993842311209059,0.06647610573281068,0.375,11
24,variable,120260939,0.0,affine_ls,degree=1,0.10976634823164713,0.10433234045407083,0.10976634823164712,0.10433234045407082,,
24,variable,120260939,0.0,moving_average_oracle,window=129,0.08243486530449184,0.07835390874153211,0.08243486530449184,0.07835390874153211,,
24,variable,120260939,0.0,gaussian_oracle,sigma=64,0.06015316917133221,0.057175272991046966,0.06015316917133222,0.05717527299104697,,
24,variable,120260939,0.0,fourier_oracle,bins=3,0.04461837914742983,0.04240953624415396,0.04461837914742983,0.04240953624415396,,
24,variable,120260939,0.0,rdp_oracle_budget,epsilon=2.5779041;knots=2,0.27227262187020573,0.2587937044360442,0.27227262187020573,0.2587937044360442,,
25,variable,120260940,0.0,hcrd_centered,none,0.022653659627676806,0.023813014317980826,0.0226536596276768,0.02381301431798082,1.0,9
25,variable,120260940,0.0,hcrd_legacy,none,0.008494089433643482,0.008928794580035156,0.008494089433643479,0.008928794580035152,1.0,9
25,variable,120260940,0.0,hcrd_robust,z=3.5,0.03621941087556482,0.03807302501865596,0.03621941087556482,0.03807302501865596,0.0,2
25,variable,120260940,0.0,hcrd_guided_fixed,sigma=2,0.10916182372896796,0.11474843862573723,0.10916182372896796,0.11474843862573723,0.5,11
25,variable,120260940,0.0,hcrd_guided_oracle,sigma=1,0.06324541997661277,0.06648215415092477,0.06324541997661277,0.06648215415092477,0.6250000000000001,11
25,variable,120260940,0.0,hcrd_guided_adaptive,sigma=2.06166;adaptive,0.06852590022187466,0.07203287548040965,0.06852590022187466,0.07203287548040965,0.5714285714285714,9
25,variable,120260940,0.0,affine_ls,degree=1,0.11168942282983746,0.1174053935976211,0.11168942282983747,0.11740539359762112,,
25,variable,120260940,0.0,moving_average_oracle,window=129,0.11753673828154268,0.12355195926787994,0.11753673828154267,0.12355195926787993,,
25,variable,120260940,0.0,gaussian_oracle,sigma=64,0.10170619754963607,0.10691125311682127,0.10170619754963604,0.10691125311682124,,
25,variable,120260940,0.0,fourier_oracle,bins=3,0.04462248950121291,0.046906151097022744,0.04462248950121291,0.046906151097022744,,
25,variable,120260940,0.0,rdp_oracle_budget,epsilon=1.9805183;knots=2,0.03621941087556482,0.03807302501865596,0.03621941087556482,0.03807302501865596,,
26,variable,120260941,0.0,hcrd_centered,none,0.013856852876391271,0.014843962534197388,0.013856852876391271,0.014843962534197388,1.0,9
26,variable,120260941,0.0,hcrd_legacy,none,0.008063905539958817,0.008638347594668905,0.008063905539958819,0.008638347594668907,1.0,9
26,variable,120260941,0.0,hcrd_robust,z=3.5,0.04186883130583152,0.04485140809377276,0.04186883130583152,0.04485140809377276,0.25,3
26,variable,120260941,0.0,hcrd_guided_fixed,sigma=2,0.07787297531524662,0.08342035080530062,0.07787297531524662,0.08342035080530062,0.5,11
26,variable,120260941,0.0,hcrd_guided_oracle,sigma=1,0.05002664953377836,0.05359035836023268,0.05002664953377836,0.05359035836023268,0.5,11
26,variable,120260941,0.0,hcrd_guided_adaptive,sigma=1.59414;adaptive,0.042339534404562035,0.04535564229648922,0.04233953440456203,0.04535564229648921,0.5714285714285714,9
26,variable,120260941,0.0,affine_ls,degree=1,0.11243284291189691,0.12044213232868942,0.11243284291189692,0.12044213232868943,,
26,variable,120260941,0.0,moving_average_oracle,window=129,0.08141735309756373,0.08721721662159258,0.08141735309756375,0.0872172166215926,,
26,variable,120260941,0.0,gaussian_oracle,sigma=64,0.04009633915067745,0.04295265031825412,0.04009633915067745,0.04295265031825412,,
26,variable,120260941,0.0,fourier_oracle,bins=2,0.04001676856090166,0.04286741142137095,0.04001676856090166,0.04286741142137095,,
26,variable,120260941,0.0,rdp_oracle_budget,epsilon=2.4532245;knots=2,0.03594296354402894,0.03850340398176592,0.035942963544028934,0.03850340398176591,,
27,variable,120260942,0.0,hcrd_centered,none,0.01657819613280941,0.01891456426170118,0.01657819613280941,0.01891456426170118,1.0,9
27,variable,120260942,0.0,hcrd_legacy,none,0.009927313922225381,0.011326372038535676,0.00992731392222538,0.011326372038535674,1.0,9
27,variable,120260942,0.0,hcrd_robust,z=3.5,0.10352283819324502,0.118112330188001,0.10352283819324502,0.118112330188001,0.0,2
27,variable,120260942,0.0,hcrd_guided_fixed,sigma=2,0.09238818601091443,0.1054084694936775,0.09238818601091445,0.10540846949367753,0.25,11
27,variable,120260942,0.0,hcrd_guided_oracle,sigma=1,0.05786053872095474,0.06601483473152066,0.057860538720954736,0.06601483473152064,0.375,11
27,variable,120260942,0.0,hcrd_guided_adaptive,sigma=1.85407;adaptive,0.09243889746279782,0.10546632771949221,0.09243889746279782,0.10546632771949221,0.25,11
27,variable,120260942,0.0,affine_ls,degree=1,0.11388590154727782,0.12993586190325263,0.11388590154727783,0.12993586190325265,,
27,variable,120260942,0.0,moving_average_oracle,window=129,0.07723332040164138,0.08811782597928787,0.07723332040164138,0.08811782597928787,,
27,variable,120260942,0.0,gaussian_oracle,sigma=32,0.05892936993701817,0.06723429652092089,0.05892936993701817,0.06723429652092089,,
27,variable,120260942,0.0,fourier_oracle,bins=3,0.05174862912627931,0.05904157263086256,0.05174862912627931,0.05904157263086256,,
27,variable,120260942,0.0,rdp_oracle_budget,epsilon=2.1588567;knots=2,0.10352283819324502,0.118112330188001,0.10352283819324502,0.118112330188001,,
28,variable,120260943,0.0,hcrd_centered,none,0.02525967664888982,0.027546917562302858,0.02525967664888982,0.027546917562302858,1.0,9
28,variable,120260943,0.0,hcrd_legacy,none,0.00675274147557609,0.007364196119090603,0.006752741475576092,0.0073641961190906045,1.0,9
28,variable,120260943,0.0,hcrd_robust,z=3.5,0.07451778955936639,0.08126530812131824,0.07451778955936639,0.08126530812131824,0.0,2
28,variable,120260943,0.0,hcrd_guided_fixed,sigma=2,0.11303188410389194,0.12326681915219728,0.11303188410389194,0.12326681915219728,0.125,11
28,variable,120260943,0.0,hcrd_guided_oracle,sigma=1,0.06959339859985549,0.07589501800669168,0.06959339859985549,0.07589501800669168,0.375,11
28,variable,120260943,0.0,hcrd_guided_adaptive,sigma=1.79284;adaptive,0.1129355606196665,0.12316177366344641,0.1129355606196665,0.12316177366344641,0.125,11
28,variable,120260943,0.0,affine_ls,degree=1,0.05877297637550608,0.06409481631976459,0.05877297637550609,0.06409481631976459,,
28,variable,120260943,0.0,moving_average_oracle,window=129,0.06342981988224132,0.06917333280133717,0.06342981988224132,0.06917333280133717,,
28,variable,120260943,0.0,gaussian_oracle,sigma=64,0.04918066745828767,0.053633932491056836,0.04918066745828767,0.053633932491056836,,
28,variable,120260943,0.0,fourier_oracle,bins=1,0.03742056803301863,0.04080896668110814,0.03742056803301863,0.04080896668110814,,
28,variable,120260943,0.0,rdp_oracle_budget,epsilon=1.9211573;knots=2,0.07451778955936639,0.08126530812131824,0.07451778955936639,0.08126530812131824,,
29,variable,120260944,0.0,hcrd_centered,none,0.021832601324921846,0.016406368330507105,0.021832601324921846,0.016406368330507105,1.0,9
29,variable,120260944,0.0,hcrd_legacy,none,0.007737159781005659,0.005814180880693516,0.007737159781005658,0.005814180880693515,1.0,9
29,variable,120260944,0.0,hcrd_robust,z=3.5,0.13663480122205243,0.10267584894044406,0.13663480122205243,0.10267584894044406,0.0,2
29,variable,120260944,0.0,hcrd_guided_fixed,sigma=2,0.08799614440398486,0.0661257509020829,0.08799614440398484,0.06612575090208289,0.5,11
29,variable,120260944,0.0,hcrd_guided_oracle,sigma=1,0.034903808460793995,0.026228882633952753,0.034903808460793995,0.026228882633952753,0.8750000000000001,11
29,variable,120260944,0.0,hcrd_guided_adaptive,sigma=1.7374;adaptive,0.0681713976638997,0.05122820881645049,0.0681713976638997,0.05122820881645049,0.5333333333333333,10
29,variable,120260944,0.0,affine_ls,degree=1,0.19346791554488368,0.14538376968124136,0.19346791554488374,0.1453837696812414,,
29,variable,120260944,0.0,moving_average_oracle,window=65,0.09328679711156998,0.07010147490022846,0.09328679711156998,0.07010147490022846,,
29,variable,120260944,0.0,gaussian_oracle,sigma=32,0.06361918113742449,0.04780739148268088,0.06361918113742449,0.04780739148268088,,
29,variable,120260944,0.0,fourier_oracle,bins=3,0.05615040529503907,0.042194890909590915,0.05615040529503906,0.04219489090959091,,
29,variable,120260944,0.0,rdp_oracle_budget,epsilon=2.0379386;knots=2,0.13663480122205243,0.10267584894044406,0.13663480122205243,0.10267584894044406,,
30,variable,120260945,0.0,hcrd_centered,none,0.015733216032662416,0.016504492864502264,0.01573321603266242,0.016504492864502267,1.0,9
30,variable,120260945,0.0,hcrd_legacy,none,0.007440605882734389,0.007805360737704316,0.007440605882734389,0.007805360737704316,1.0,9
30,variable,120260945,0.0,hcrd_robust,z=3.5,1.1637450675700092,1.2207944087168718,1.1637450675700092,1.2207944087168718,0.0,2
