record,beat_index,method,sampling_frequency,target_onset,target_fiducial,target_offset,detected_r_peak,predicted_onset,predicted_offset,success,failure_reason,onset_error_ms,offset_error_ms,duration_error_ms,joint_absolute_error_ms
sel42,9,neurokit_dwt_ch1,250.0,151717,151750,151765,151739,151724,151760,1,,28.0,-20.0,-48.0,24.0
sel42,10,neurokit_dwt_ch1,250.0,151895,151928,151943,151918,151903,151939,1,,32.0,-16.0,-48.0,24.0
sel42,11,neurokit_dwt_ch1,250.0,152085,152114,152127,152104,152089,152126,1,,16.0,-4.0,-20.0,10.0
sel42,12,neurokit_dwt_ch1,250.0,152274,152304,152319,152293,152279,152315,1,,20.0,-16.0,-36.0,18.0
sel42,13,neurokit_dwt_ch1,250.0,152466,152495,152509,152484,152469,152505,1,,12.0,-16.0,-28.0,14.0
sel42,14,neurokit_dwt_ch1,250.0,152657,152686,152700,152675,152630,152697,1,,-108.0,-12.0,96.0,60.0
sel42,15,neurokit_dwt_ch1,250.0,152846,152880,152894,152869,152855,152891,1,,36.0,-12.0,-48.0,24.0
sel42,16,neurokit_dwt_ch1,250.0,153044,153075,153089,153064,153049,153085,1,,20.0,-16.0,-36.0,18.0
sel42,17,neurokit_dwt_ch1,250.0,153235,153267,153281,153256,153241,153278,1,,24.0,-12.0,-36.0,18.0
sel42,18,neurokit_dwt_ch1,250.0,153429,153458,153472,153447,153433,153469,1,,16.0,-12.0,-28.0,14.0
sel42,19,neurokit_dwt_ch1,250.0,153617,153649,153663,153638,153623,153660,1,,24.0,-12.0,-36.0,18.0
sel42,20,neurokit_dwt_ch1,250.0,153802,153835,153850,153824,153809,153846,1,,28.0,-16.0,-44.0,22.0
sel42,21,neurokit_dwt_ch1,250.0,153987,154016,154031,154005,153964,154027,1,,-92.0,-16.0,76.0,54.0
sel42,22,neurokit_dwt_ch1,250.0,154166,154195,154208,154184,154170,154206,1,,16.0,-8.0,-24.0,12.0
sel42,23,neurokit_dwt_ch1,250.0,154345,154376,154391,154365,154350,154387,1,,20.0,-16.0,-36.0,18.0
sel42,24,neurokit_dwt_ch1,250.0,154524,154556,154569,154545,154530,154566,1,,24.0,-12.0,-36.0,18.0
sel42,25,neurokit_dwt_ch1,250.0,154706,154736,154752,154725,154682,154747,1,,-96.0,-20.0,76.0,58.0
sel42,26,neurokit_dwt_ch1,250.0,154888,154917,154934,154906,154892,154928,1,,16.0,-24.0,-40.0,20.0
sel42,27,neurokit_dwt_ch1,250.0,155067,155098,155112,155088,155072,155109,1,,20.0,-12.0,-32.0,16.0
sel42,28,neurokit_dwt_ch1,250.0,155250,155281,155296,155270,155227,155293,1,,-92.0,-12.0,80.0,52.0
sel42,29,neurokit_dwt_ch1,250.0,155433,155465,155476,155454,155440,155476,1,,28.0,0.0,-28.0,14.0
sel43,0,neurokit_dwt_ch0,250.0,150271,150299,150310,150292,150282,150308,1,,44.0,-8.0,-52.0,26.0
sel43,1,neurokit_dwt_ch0,250.0,150434,150459,150469,150452,150442,150468,1,,32.0,-4.0,-36.0,18.0
sel43,2,neurokit_dwt_ch0,250.0,150592,150618,150632,150612,150602,150628,1,,40.0,-16.0,-56.0,28.0
sel43,3,neurokit_dwt_ch0,250.0,150749,150776,150788,150770,150760,150786,1,,44.0,-8.0,-52.0,26.0
sel43,4,neurokit_dwt_ch0,250.0,150905,150934,150943,150927,150917,150943,1,,48.0,0.0,-48.0,24.0
sel43,5,neurokit_dwt_ch0,250.0,151060,151089,151102,151083,151073,151099,1,,52.0,-12.0,-64.0,32.0
sel43,6,neurokit_dwt_ch0,250.0,151219,151247,151257,151240,151230,151256,1,,44.0,-4.0,-48.0,24.0
sel43,7,neurokit_dwt_ch0,250.0,151376,151405,151417,151398,151388,151415,1,,48.0,-8.0,-56.0,28.0
sel43,8,neurokit_dwt_ch0,250.0,151534,151562,151572,151555,151545,151571,1,,44.0,-4.0,-48.0,24.0
sel43,9,neurokit_dwt_ch0,250.0,151687,151719,151730,151712,151702,151729,1,,60.0,-4.0,-64.0,32.0
sel43,10,neurokit_dwt_ch0,250.0,151844,151875,151886,151868,151858,151885,1,,56.0,-4.0,-60.0,30.0
sel43,11,neurokit_dwt_ch0,250.0,152000,152032,152046,152025,152015,152041,1,,60.0,-20.0,-80.0,40.0
sel43,12,neurokit_dwt_ch0,250.0,152163,152189,152201,152183,152173,152199,1,,40.0,-8.0,-48.0,24.0
sel43,13,neurokit_dwt_ch0,250.0,152322,152348,152361,152341,152332,152358,1,,40.0,-12.0,-52.0,26.0
sel43,14,neurokit_dwt_ch0,250.0,152480,152508,152519,152501,152491,152518,1,,44.0,-4.0,-48.0,24.0
sel43,15,neurokit_dwt_ch0,250.0,152636,152666,152677,152659,152649,152676,1,,52.0,-4.0,-56.0,28.0
sel43,16,neurokit_dwt_ch0,250.0,152797,152823,152834,,,,0,missing_dwt_boundary,,,,160.0
sel43,17,neurokit_dwt_ch0,250.0,152953,152980,152993,152974,152964,152990,1,,44.0,-12.0,-56.0,28.0
sel43,18,neurokit_dwt_ch0,250.0,153106,153137,153148,153130,153121,153146,1,,60.0,-8.0,-68.0,34.0
sel43,19,neurokit_dwt_ch0,250.0,153264,153294,153304,153287,153278,153304,1,,56.0,0.0,-56.0,28.0
sel43,20,neurokit_dwt_ch0,250.0,153424,153452,153465,153446,153436,153463,1,,48.0,-8.0,-56.0,28.0
sel43,21,neurokit_dwt_ch0,250.0,153582,153609,153623,153603,153592,153619,1,,40.0,-16.0,-56.0,28.0
sel43,22,neurokit_dwt_ch0,250.0,153739,153766,153778,,,,0,missing_dwt_boundary,,,,160.0
sel43,23,neurokit_dwt_ch0,250.0,153894,153922,153935,153916,153906,153931,1,,48.0,-16.0,-64.0,32.0
sel43,24,neurokit_dwt_ch0,250.0,154049,154078,154091,154072,154062,154088,1,,52.0,-12.0,-64.0,32.0
sel43,25,neurokit_dwt_ch0,250.0,154207,154234,154245,,,,0,missing_dwt_boundary,,,,160.0
sel43,26,neurokit_dwt_ch0,250.0,154362,154390,154401,,,,0,missing_dwt_boundary,,,,160.0
sel43,27,neurokit_dwt_ch0,250.0,154517,154546,154555,154540,154530,154555,1,,52.0,0.0,-52.0,26.0
sel43,28,neurokit_dwt_ch0,250.0,154676,154703,154713,154697,154687,154712,1,,44.0,-4.0,-48.0,24.0
sel43,29,neurokit_dwt_ch0,250.0,154835,154864,154876,154857,154848,154873,1,,52.0,-12.0,-64.0,32.0
sel43,0,neurokit_dwt_ch1,250.0,150271,150299,150310,150297,150274,150321,1,,12.0,44.0,32.0,28.0
sel43,1,neurokit_dwt_ch1,250.0,150434,150459,150469,,,,0,missing_dwt_boundary,,,,160.0
sel43,2,neurokit_dwt_ch1,250.0,150592,150618,150632,,,,0,missing_dwt_boundary,,,,160.0
sel43,3,neurokit_dwt_ch1,250.0,150749,150776,150788,,,,0,missing_dwt_boundary,,,,160.0
sel43,4,neurokit_dwt_ch1,250.0,150905,150934,150943,,,,0,missing_dwt_boundary,,,,160.0
sel43,5,neurokit_dwt_ch1,250.0,151060,151089,151102,,,,0,missing_dwt_boundary,,,,160.0
sel43,6,neurokit_dwt_ch1,250.0,151219,151247,151257,,,,0,missing_dwt_boundary,,,,160.0
sel43,7,neurokit_dwt_ch1,250.0,151376,151405,151417,,,,0,missing_dwt_boundary,,,,160.0
sel43,8,neurokit_dwt_ch1,250.0,151534,151562,151572,,,,0,missing_dwt_boundary,,,,160.0
sel43,9,neurokit_dwt_ch1,250.0,151687,151719,151730,,,,0,missing_dwt_boundary,,,,160.0
sel43,10,neurokit_dwt_ch1,250.0,151844,151875,151886,,,,0,missing_dwt_boundary,,,,160.0
sel43,11,neurokit_dwt_ch1,250.0,152000,152032,152046,,,,0,missing_dwt_boundary,,,,160.0
sel43,12,neurokit_dwt_ch1,250.0,152163,152189,152201,,,,0,missing_dwt_boundary,,,,160.0
sel43,13,neurokit_dwt_ch1,250.0,152322,152348,152361,,,,0,missing_dwt_boundary,,,,160.0
sel43,14,neurokit_dwt_ch1,250.0,152480,152508,152519,,,,0,missing_dwt_boundary,,,,160.0
sel43,15,neurokit_dwt_ch1,250.0,152636,152666,152677,,,,0,missing_dwt_boundary,,,,160.0
sel43,16,neurokit_dwt_ch1,250.0,152797,152823,152834,,,,0,missing_dwt_boundary,,,,160.0
sel43,17,neurokit_dwt_ch1,250.0,152953,152980,152993,,,,0,missing_dwt_boundary,,,,160.0
sel43,18,neurokit_dwt_ch1,250.0,153106,153137,153148,,,,0,missing_dwt_boundary,,,,160.0
sel43,19,neurokit_dwt_ch1,250.0,153264,153294,153304,,,,0,missing_dwt_boundary,,,,160.0
sel43,20,neurokit_dwt_ch1,250.0,153424,153452,153465,,,,0,missing_dwt_boundary,,,,160.0
sel43,21,neurokit_dwt_ch1,250.0,153582,153609,153623,,,,0,missing_dwt_boundary,,,,160.0
sel43,22,neurokit_dwt_ch1,250.0,153739,153766,153778,,,,0,missing_dwt_boundary,,,,160.0
sel43,23,neurokit_dwt_ch1,250.0,153894,153922,153935,,,,0,missing_dwt_boundary,,,,160.0
sel43,24,neurokit_dwt_ch1,250.0,154049,154078,154091,,,,0,missing_dwt_boundary,,,,160.0
sel43,25,neurokit_dwt_ch1,250.0,154207,154234,154245,,,,0,missing_dwt_boundary,,,,160.0
sel43,26,neurokit_dwt_ch1,250.0,154362,154390,154401,,,,0,missing_dwt_boundary,,,,160.0
sel43,27,neurokit_dwt_ch1,250.0,154517,154546,154555,,,,0,missing_dwt_boundary,,,,160.0
sel43,28,neurokit_dwt_ch1,250.0,154676,154703,154713,,,,0,missing_dwt_boundary,,,,160.0
sel43,29,neurokit_dwt_ch1,250.0,154835,154864,154876,,,,0,missing_dwt_boundary,,,,160.0
sel44,0,neurokit_dwt_ch0,250.0,150209,150228,150241,150225,150208,150243,1,,-4.0,8.0,12.0,6.0
sel44,1,neurokit_dwt_ch0,250.0,150379,150396,150410,,,,0,missing_dwt_boundary,,,,160.0
sel44,2,neurokit_dwt_ch0,250.0,150505,150538,150546,,,,0,missing_dwt_boundary,,,,160.0
sel44,3,neurokit_dwt_ch0,250.0,151232,151252,151267,,,,0,missing_dwt_boundary,,,,160.0
sel44,4,neurokit_dwt_ch0,250.0,151403,151421,151438,151419,151402,151437,1,,-4.0,-4.0,0.0,4.0
sel44,5,neurokit_dwt_ch0,250.0,151535,151564,151571,,,,0,missing_dwt_boundary,,,,160.0
sel44,6,neurokit_dwt_ch0,250.0,151747,151765,151783,,,,0,missing_dwt_boundary,,,,160.0
sel44,7,neurokit_dwt_ch0,250.0,151917,151936,151965,,,,0,missing_dwt_boundary,,,,160.0
sel44,8,neurokit_dwt_ch0,250.0,152086,152104,152126,,,,0,missing_dwt_boundary,,,,160.0
sel44,9,neurokit_dwt_ch0,250.0,152213,152241,152249,,,,0,missing_dwt_boundary,,,,160.0
sel44,10,neurokit_dwt_ch0,250.0,152426,152444,152466,152441,152426,152455,1,,0.0,-44.0,-44.0,22.0
sel44,11,neurokit_dwt_ch0,250.0,152600,152619,152635,,,,0,missing_dwt_boundary,,,,160.0
sel44,12,neurokit_dwt_ch0,250.0,152772,152788,152803,152786,152770,152805,1,,-8.0,8.0,16.0,8.0
sel44,13,neurokit_dwt_ch0,250.0,152893,152930,152938,,,,0,missing_dwt_boundary,,,,160.0
sel44,14,neurokit_dwt_ch0,250.0,153103,153121,153138,,,,0,missing_dwt_boundary,,,,160.0
sel44,15,neurokit_dwt_ch0,250.0,153276,153293,153310,153290,153274,153310,1,,-8.0,0.0,8.0,4.0
sel44,16,neurokit_dwt_ch0,250.0,153445,153463,153482,,,,0,missing_dwt_boundary,,,,160.0
sel44,17,neurokit_dwt_ch0,250.0,153571,153598,153605,,,,0,missing_dwt_boundary,,,,160.0
sel44,18,neurokit_dwt_ch0,250.0,154289,154307,154319,154305,154288,154323,1,,-4.0,16.0,20.0,10.0
sel44,19,neurokit_dwt_ch0,250.0,154454,154473,154486,,,,0,missing_dwt_boundary,,,,160.0
sel44,20,neurokit_dwt_ch0,250.0,154581,154618,154626,,,,0,missing_dwt_boundary,,,,160.0
sel44,21,neurokit_dwt_ch0,250.0,154789,154807,154826,,,,0,missing_dwt_boundary,,,,160.0
sel44,22,neurokit_dwt_ch0,250.0,154960,154979,154994,,,,0,missing_dwt_boundary,,,,160.0
sel44,23,neurokit_dwt_ch0,250.0,155125,155146,155159,,,,0,missing_dwt_boundary,,,,160.0
sel44,24,neurokit_dwt_ch0,250.0,155249,155280,155288,,,,0,missing_dwt_boundary,,,,160.0
sel44,25,neurokit_dwt_ch0,250.0,155459,155476,155494,155473,155458,155486,1,,-4.0,-32.0,-28.0,18.0
sel44,26,neurokit_dwt_ch0,250.0,155627,155648,155672,,,,0,missing_dwt_boundary,,,,160.0
sel44,27,neurokit_dwt_ch0,250.0,155797,155815,155831,,,,0,missing_dwt_boundary,,,,160.0
sel44,28,neurokit_dwt_ch0,250.0,155920,155951,155957,,,,0,missing_dwt_boundary,,,,160.0
sel44,29,neurokit_dwt_ch0,250.0,156127,156143,156158,156140,156124,156160,1,,-12.0,8.0,20.0,10.0
sel44,0,neurokit_dwt_ch1,250.0,150209,150228,150241,150226,150210,150246,1,,4.0,20.0,16.0,12.0
sel44,1,neurokit_dwt_ch1,250.0,150379,150396,150410,150396,150379,150414,1,,0.0,16.0,16.0,8.0
sel44,2,neurokit_dwt_ch1,250.0,150505,150538,150546,,,,0,missing_dwt_boundary,,,,160.0
sel44,3,neurokit_dwt_ch1,250.0,151232,151252,151267,151251,151234,151273,1,,8.0,24.0,16.0,16.0
sel44,4,neurokit_dwt_ch1,250.0,151403,151421,151438,,,,0,missing_dwt_boundary,,,,160.0
sel44,5,neurokit_dwt_ch1,250.0,151535,151564,151571,,,,0,missing_dwt_boundary,,,,160.0
sel44,6,neurokit_dwt_ch1,250.0,151747,151765,151783,,,,0,missing_dwt_boundary,,,,160.0
sel44,7,neurokit_dwt_ch1,250.0,151917,151936,151965,151935,151919,151953,1,,8.0,-48.0,-56.0,28.0
sel44,8,neurokit_dwt_ch1,250.0,152086,152104,152126,,,,0,missing_dwt_boundary,,,,160.0
sel44,9,neurokit_dwt_ch1,250.0,152213,152241,152249,,,,0,missing_dwt_boundary,,,,160.0
sel44,10,neurokit_dwt_ch1,250.0,152426,152444,152466,152443,152427,152457,1,,4.0,-36.0,-40.0,20.0
sel44,11,neurokit_dwt_ch1,250.0,152600,152619,152635,152617,152601,152637,1,,4.0,8.0,4.0,6.0
sel44,12,neurokit_dwt_ch1,250.0,152772,152788,152803,,,,0,missing_dwt_boundary,,,,160.0
sel44,13,neurokit_dwt_ch1,250.0,152893,152930,152938,,,,0,missing_dwt_boundary,,,,160.0
sel44,14,neurokit_dwt_ch1,250.0,153103,153121,153138,,,,0,missing_dwt_boundary,,,,160.0
sel44,15,neurokit_dwt_ch1,250.0,153276,153293,153310,153291,153276,153312,1,,0.0,8.0,8.0,4.0
sel44,16,neurokit_dwt_ch1,250.0,153445,153463,153482,,,,0,missing_dwt_boundary,,,,160.0
sel44,17,neurokit_dwt_ch1,250.0,153571,153598,153605,,,,0,missing_dwt_boundary,,,,160.0
sel44,18,neurokit_dwt_ch1,250.0,154289,154307,154319,154306,154290,154328,1,,4.0,36.0,32.0,20.0
sel44,19,neurokit_dwt_ch1,250.0,154454,154473,154486,,,,0,missing_dwt_boundary,,,,160.0
sel44,20,neurokit_dwt_ch1,250.0,154581,154618,154626,,,,0,missing_dwt_boundary,,,,160.0
sel44,21,neurokit_dwt_ch1,250.0,154789,154807,154826,,,,0,missing_dwt_boundary,,,,160.0
sel44,22,neurokit_dwt_ch1,250.0,154960,154979,154994,,,,0,missing_dwt_boundary,,,,160.0
sel44,23,neurokit_dwt_ch1,250.0,155125,155146,155159,,,,0,missing_dwt_boundary,,,,160.0
sel44,24,neurokit_dwt_ch1,250.0,155249,155280,155288,,,,0,missing_dwt_boundary,,,,160.0
sel44,25,neurokit_dwt_ch1,250.0,155459,155476,155494,155475,155459,155488,1,,0.0,-24.0,-24.0,12.0
sel44,26,neurokit_dwt_ch1,250.0,155627,155648,155672,155646,155630,155664,1,,12.0,-32.0,-44.0,22.0
sel44,27,neurokit_dwt_ch1,250.0,155797,155815,155831,,,,0,missing_dwt_boundary,,,,160.0
sel44,28,neurokit_dwt_ch1,250.0,155920,155951,155957,,,,0,missing_dwt_boundary,,,,160.0
sel44,29,neurokit_dwt_ch1,250.0,156127,156143,156158,156142,156125,156161,1,,-8.0,12.0,20.0,10.0
sel47,0,neurokit_dwt_ch0,250.0,150416,150435,150450,150432,150390,150450,1,,-104.0,0.0,104.0,52.0
sel47,1,neurokit_dwt_ch0,250.0,150676,150692,150705,150688,150646,150706,1,,-120.0,4.0,124.0,62.0
sel47,2,neurokit_dwt_ch0,250.0,150934,150954,150968,150950,150909,150967,1,,-100.0,-4.0,96.0,52.0
sel47,3,neurokit_dwt_ch0,250.0,151197,151215,151230,151211,151171,151228,1,,-104.0,-8.0,96.0,56.0
sel47,4,neurokit_dwt_ch0,250.0,151457,151476,151492,151473,151431,151492,1,,-104.0,0.0,104.0,52.0
sel47,5,neurokit_dwt_ch0,250.0,151713,151732,151747,151728,151688,151747,1,,-100.0,0.0,100.0,50.0
sel47,6,neurokit_dwt_ch0,250.0,151974,151995,152009,151991,151950,152008,1,,-96.0,-4.0,92.0,50.0
sel47,7,neurokit_dwt_ch0,250.0,152239,152256,152269,152253,152212,152270,1,,-108.0,4.0,112.0,56.0
sel47,8,neurokit_dwt_ch0,250.0,152500,152515,152532,152513,152472,152531,1,,-112.0,-4.0,108.0,58.0
sel47,9,neurokit_dwt_ch0,250.0,152752,152768,152784,152765,152723,152782,1,,-116.0,-8.0,108.0,62.0
sel47,10,neurokit_dwt_ch0,250.0,153013,153031,153046,153027,152985,153045,1,,-112.0,-4.0,108.0,58.0
sel47,11,neurokit_dwt_ch0,250.0,153276,153294,153310,153290,153249,153307,1,,-108.0,-12.0,96.0,60.0
sel47,12,neurokit_dwt_ch0,250.0,153540,153557,153572,153553,153511,153571,1,,-116.0,-4.0,112.0,60.0
sel47,13,neurokit_dwt_ch0,250.0,153798,153814,153832,153812,153770,153830,1,,-112.0,-8.0,104.0,60.0
sel47,14,neurokit_dwt_ch0,250.0,154057,154076,154090,154072,154031,154090,1,,-104.0,0.0,104.0,52.0
sel47,15,neurokit_dwt_ch0,250.0,154322,154340,154355,154336,154294,154353,1,,-112.0,-8.0,104.0,60.0
sel47,16,neurokit_dwt_ch0,250.0,154589,154605,154624,154603,154559,154621,1,,-120.0,-12.0,108.0,66.0
sel47,17,neurokit_dwt_ch0,250.0,154844,154861,154876,154858,154818,154877,1,,-104.0,4.0,108.0,54.0
sel47,18,neurokit_dwt_ch0,250.0,155103,155121,155139,155117,155076,155135,1,,-108.0,-16.0,92.0,62.0
sel47,19,neurokit_dwt_ch0,250.0,155361,155382,155399,155379,155337,155398,1,,-96.0,-4.0,92.0,50.0
sel47,20,neurokit_dwt_ch0,250.0,155618,155634,155653,155632,155590,155649,1,,-112.0,-16.0,96.0,64.0
sel47,21,neurokit_dwt_ch0,250.0,155870,155893,155908,155888,155847,155906,1,,-92.0,-8.0,84.0,50.0
sel47,22,neurokit_dwt_ch0,250.0,156135,156153,156171,156149,156108,156167,1,,-108.0,-16.0,92.0,62.0
sel47,23,neurokit_dwt_ch0,250.0,156399,156418,156436,156414,156373,156433,1,,-104.0,-12.0,92.0,58.0
sel47,24,neurokit_dwt_ch0,250.0,156653,156670,156689,156666,156624,156684,1,,-116.0,-20.0,96.0,68.0
sel47,25,neurokit_dwt_ch0,250.0,156912,156932,156947,156928,156887,156945,1,,-100.0,-8.0,92.0,54.0
sel47,26,neurokit_dwt_ch0,250.0,157174,157191,157208,157186,157145,157204,1,,-116.0,-16.0,100.0,66.0
sel47,27,neurokit_dwt_ch0,250.0,157429,157448,157466,157444,157402,157462,1,,-108.0,-16.0,92.0,62.0
sel47,28,neurokit_dwt_ch0,250.0,157686,157703,157724,157699,157659,157717,1,,-108.0,-28.0,80.0,68.0
sel47,29,neurokit_dwt_ch0,250.0,157943,157961,157976,157957,157916,157974,1,,-108.0,-8.0,100.0,58.0
sel47,0,neurokit_dwt_ch1,250.0,150416,150435,150450,150433,150389,150451,1,,-108.0,4.0,112.0,56.0
sel47,1,neurokit_dwt_ch1,250.0,150676,150692,150705,150689,150646,150706,1,,-120.0,4.0,124.0,62.0
sel47,2,neurokit_dwt_ch1,250.0,150934,150954,150968,150950,150909,150968,1,,-100.0,0.0,100.0,50.0
sel47,3,neurokit_dwt_ch1,250.0,151197,151215,151230,151212,151172,151229,1,,-100.0,-4.0,96.0,52.0
sel47,4,neurokit_dwt_ch1,250.0,151457,151476,151492,151474,151451,151495,1,,-24.0,12.0,36.0,18.0
sel47,5,neurokit_dwt_ch1,250.0,151713,151732,151747,,,,0,missing_dwt_boundary,,,,160.0
sel47,6,neurokit_dwt_ch1,250.0,151974,151995,152009,151992,151969,152010,1,,-20.0,4.0,24.0,12.0
sel47,7,neurokit_dwt_ch1,250.0,152239,152256,152269,152254,152213,152271,1,,-104.0,8.0,112.0,56.0
sel47,8,neurokit_dwt_ch1,250.0,152500,152515,152532,152514,152492,152531,1,,-32.0,-4.0,28.0,18.0
sel47,9,neurokit_dwt_ch1,250.0,152752,152768,152784,152766,152740,152784,1,,-48.0,0.0,48.0,24.0
sel47,10,neurokit_dwt_ch1,250.0,153013,153031,153046,153028,152984,153047,1,,-116.0,4.0,120.0,60.0
sel47,11,neurokit_dwt_ch1,250.0,153276,153294,153310,153291,153250,153308,1,,-104.0,-8.0,96.0,56.0
sel47,12,neurokit_dwt_ch1,250.0,153540,153557,153572,153554,153511,153572,1,,-116.0,0.0,116.0,58.0
sel47,13,neurokit_dwt_ch1,250.0,153798,153814,153832,,,,0,missing_dwt_boundary,,,,160.0
sel47,14,neurokit_dwt_ch1,250.0,154057,154076,154090,154073,154034,154092,1,,-92.0,8.0,100.0,50.0
sel47,15,neurokit_dwt_ch1,250.0,154322,154340,154355,154336,154318,154354,1,,-16.0,-4.0,12.0,10.0
sel47,16,neurokit_dwt_ch1,250.0,154589,154605,154624,,,,0,missing_dwt_boundary,,,,160.0
sel47,17,neurokit_dwt_ch1,250.0,154844,154861,154876,154859,154817,154878,1,,-108.0,8.0,116.0,58.0
sel47,18,neurokit_dwt_ch1,250.0,155103,155121,155139,155118,155078,155135,1,,-100.0,-16.0,84.0,58.0
sel47,19,neurokit_dwt_ch1,250.0,155361,155382,155399,155380,155335,155400,1,,-104.0,4.0,108.0,54.0
sel47,20,neurokit_dwt_ch1,250.0,155618,155634,155653,,,,0,missing_dwt_boundary,,,,160.0
sel47,21,neurokit_dwt_ch1,250.0,155870,155893,155908,155889,155847,155908,1,,-92.0,0.0,92.0,46.0
sel47,22,neurokit_dwt_ch1,250.0,156135,156153,156171,156150,156112,156167,1,,-92.0,-16.0,76.0,54.0
sel47,23,neurokit_dwt_ch1,250.0,156399,156418,156436,,,,0,missing_dwt_boundary,,,,160.0
sel47,24,neurokit_dwt_ch1,250.0,156653,156670,156689,156667,156624,156685,1,,-116.0,-16.0,100.0,66.0
sel47,25,neurokit_dwt_ch1,250.0,156912,156932,156947,156929,156887,156946,1,,-100.0,-4.0,96.0,52.0
sel47,26,neurokit_dwt_ch1,250.0,157174,157191,157208,157187,157146,157205,1,,-112.0,-12.0,100.0,62.0
sel47,27,neurokit_dwt_ch1,250.0,157429,157448,157466,157445,157404,157463,1,,-100.0,-12.0,88.0,56.0
sel47,28,neurokit_dwt_ch1,250.0,157686,157703,157724,157700,157658,157719,1,,-112.0,-20.0,92.0,66.0
sel47,29,neurokit_dwt_ch1,250.0,157943,157961,157976,157958,157916,157975,1,,-108.0,-4.0,104.0,56.0
sel49,0,neurokit_dwt_ch0,250.0,150283,150297,150309,150296,150261,150314,1,,-88.0,20.0,108.0,54.0
sel49,1,neurokit_dwt_ch0,250.0,150555,150570,150581,150569,150533,150587,1,,-88.0,24.0,112.0,56.0
sel49,2,neurokit_dwt_ch0,250.0,150826,150841,150854,,,,0,missing_dwt_boundary,,,,160.0
sel49,3,neurokit_dwt_ch0,250.0,151097,151111,151121,151110,151075,151129,1,,-88.0,32.0,120.0,60.0
sel49,4,neurokit_dwt_ch0,250.0,151370,151384,151397,151383,151347,151401,1,,-92.0,16.0,108.0,54.0
sel49,5,neurokit_dwt_ch0,250.0,151641,151657,151668,,,,0,missing_dwt_boundary,,,,160.0
sel49,6,neurokit_dwt_ch0,250.0,151914,151930,151941,151929,151893,151948,1,,-84.0,28.0,112.0,56.0
sel49,7,neurokit_dwt_ch0,250.0,152189,152203,152212,,,,0,missing_dwt_boundary,,,,160.0
sel49,8,neurokit_dwt_ch0,250.0,152460,152475,152484,152474,152438,152492,1,,-88.0,32.0,120.0,60.0
sel49,9,neurokit_dwt_ch0,250.0,152734,152747,152756,,,,0,missing_dwt_boundary,,,,160.0
sel49,10,neurokit_dwt_ch0,250.0,153000,153016,153027,,,,0,missing_dwt_boundary,,,,160.0
sel49,11,neurokit_dwt_ch0,250.0,153273,153286,153297,153285,153250,153304,1,,-92.0,28.0,120.0,60.0
sel49,12,neurokit_dwt_ch0,250.0,153540,153557,153568,153556,153520,153576,1,,-80.0,32.0,112.0,56.0
sel49,13,neurokit_dwt_ch0,250.0,153815,153830,153840,,,,0,missing_dwt_boundary,,,,160.0
sel49,14,neurokit_dwt_ch0,250.0,154085,154100,154112,154099,154063,154118,1,,-88.0,24.0,112.0,56.0
sel49,15,neurokit_dwt_ch0,250.0,154358,154371,154383,154370,154334,154389,1,,-96.0,24.0,120.0,60.0
sel49,16,neurokit_dwt_ch0,250.0,154627,154642,154654,154641,154605,154660,1,,-88.0,24.0,112.0,56.0
sel49,17,neurokit_dwt_ch0,250.0,154902,154914,154926,154913,154877,154932,1,,-100.0,24.0,124.0,62.0
sel49,18,neurokit_dwt_ch0,250.0,155172,155186,155195,,,,0,missing_dwt_boundary,,,,160.0
sel49,19,neurokit_dwt_ch0,250.0,155442,155457,155468,,,,0,missing_dwt_boundary,,,,160.0
sel49,20,neurokit_dwt_ch0,250.0,155712,155727,155738,155726,155690,155745,1,,-88.0,28.0,116.0,58.0
sel49,21,neurokit_dwt_ch0,250.0,155984,155998,156008,155997,155960,156016,1,,-96.0,32.0,128.0,64.0
sel49,22,neurokit_dwt_ch0,250.0,156255,156268,156279,,,,0,missing_dwt_boundary,,,,160.0
sel49,23,neurokit_dwt_ch0,250.0,156523,156538,156550,,,,0,missing_dwt_boundary,,,,160.0
sel49,24,neurokit_dwt_ch0,250.0,156792,156807,156819,,,,0,missing_dwt_boundary,,,,160.0
sel49,25,neurokit_dwt_ch0,250.0,157062,157075,157088,,,,0,missing_dwt_boundary,,,,160.0
sel49,26,neurokit_dwt_ch0,250.0,158127,158144,158156,,,,0,missing_dwt_boundary,,,,160.0
sel49,27,neurokit_dwt_ch0,250.0,158395,158410,158426,,,,0,missing_dwt_boundary,,,,160.0
sel49,28,neurokit_dwt_ch0,250.0,158660,158673,158685,,,,0,missing_dwt_boundary,,,,160.0
sel49,29,neurokit_dwt_ch0,250.0,158921,158936,158945,,,,0,missing_dwt_boundary,,,,160.0
sel49,0,neurokit_dwt_ch1,250.0,150283,150297,150309,,,,0,unmatched_r_peak,,,,160.0
sel49,1,neurokit_dwt_ch1,250.0,150555,150570,150581,,,,0,unmatched_r_peak,,,,160.0
sel49,2,neurokit_dwt_ch1,250.0,150826,150841,150854,,,,0,unmatched_r_peak,,,,160.0
sel49,3,neurokit_dwt_ch1,250.0,151097,151111,151121,,,,0,unmatched_r_peak,,,,160.0
sel49,4,neurokit_dwt_ch1,250.0,151370,151384,151397,,,,0,unmatched_r_peak,,,,160.0
